"database1","database2","drug","drug_sensitivity_metric","correlation_type","correlation","p.permutations","p.bootstrap","confidence.interval","data_points"
"CCLE","CTRP","Crizotinib","AUC_IC50","pearson","0.289887993192748","0.001","0.001","0.156968844755335,0.405304279610239","424"
"CCLE","CTRP","Crizotinib","AUC_IC50","spearman","0.330479766374635","0.001","0.001","0.234793279360328,0.41715475779697","424"
"CCLE","CTRP","Crizotinib","AUC_EC50_adj","pearson","0.546702118670418","0.001","0.001","0.462978816879291,0.625916315113264","424"
"CCLE","CTRP","Crizotinib","AUC_EC50_adj","spearman","0.484379688447037","0.001","0.001","0.398613538180654,0.560146450751713","424"
"CCLE","CTRP","Crizotinib","AUC_IC50_adj","pearson","0.511616274609816","0.001","0.001","0.422136471060858,0.595925743166919","424"
"CCLE","CTRP","Crizotinib","AUC_IC50_adj","spearman","0.430833825300493","0.001","0.001","0.338205823144124,0.515816893408018","424"
"CCLE","CTRP","Erlotinib","EC50","pearson",NA,NA,NA,"NA","429"
"CCLE","CTRP","Erlotinib","EC50","spearman","0.333155533348062","0.001","0.001","0.24576469229045,0.424851687349996","429"
"CCLE","CTRP","Erlotinib","IC50","pearson",NA,NA,NA,"NA","429"
"CCLE","CTRP","Erlotinib","IC50","spearman","0.491730937895777","0.001","0.001","0.395666567789298,0.579112408765546","429"
"CCLE","CTRP","Erlotinib","AUC_EC50","pearson","0.557353025182261","0.001","0.001","0.487786443771444,0.626759491504164","429"
"CCLE","CTRP","Erlotinib","AUC_EC50","spearman","0.530547783014638","0.001","0.001","0.456527215024688,0.601263579337834","429"
"CCLE","CTRP","Erlotinib","AUC_IC50","pearson","0.584912048919003","0.001","0.001","0.509836107022162,0.652789025177063","429"
"CCLE","CTRP","Erlotinib","AUC_IC50","spearman","0.528682423857386","0.001","0.001","0.450536530801984,0.599183095257799","429"
"CCLE","CTRP","Erlotinib","AUC_EC50_adj","pearson","0.696509028468275","0.001","0.001","0.633464476779518,0.755926338600125","429"
"CCLE","CTRP","Erlotinib","AUC_EC50_adj","spearman","0.599672251193842","0.001","0.001","0.526908975092158,0.664733778032107","429"
"CCLE","CTRP","Erlotinib","AUC_IC50_adj","pearson","0.719142637778784","0.001","0.001","0.648086397941411,0.775581630768709","429"
"CCLE","CTRP","Erlotinib","AUC_IC50_adj","spearman","0.592371519595435","0.001","0.001","0.520429739625039,0.657785265381243","429"
"CCLE","CTRP","L-685458","EC50","pearson",NA,NA,NA,"NA","423"
"CCLE","CTRP","L-685458","EC50","spearman","0.164098570335009","0.001","0.001","0.0536294896301854,0.273779444223243","423"
"CCLE","CTRP","L-685458","IC50","pearson",NA,NA,NA,"NA","423"
"CCLE","CTRP","L-685458","IC50","spearman","0.192768056627773","0.001","0.001","0.0723560254223314,0.316902222727788","423"
"CCLE","CTRP","L-685458","AUC_EC50","pearson","0.228667727476106","0.001","0.001","0.0903199293745672,0.364066383738626","423"
"CCLE","CTRP","L-685458","AUC_EC50","spearman","0.125270033191774","0.00700000000000001","0.00600000000000001","0.0226728304587816,0.217450646659144","423"
"CCLE","CTRP","L-685458","AUC_IC50","pearson","0.199308394824106","0.001","0.001","0.0424799536578623,0.355723126655222","423"
"CCLE","CTRP","L-685458","AUC_IC50","spearman","0.121731211248281","0.00600000000000001","0.01","0.031568463395057,0.209302861955912","423"
"CCLE","CTRP","L-685458","AUC_EC50_adj","pearson","0.13183381370493","0.003","0.00800000000000001","0.0162899438835715,0.253346237146853","423"
"CCLE","CTRP","L-685458","AUC_EC50_adj","spearman","0.0712681658296341","0.0659999999999999","0.089","-0.0219341960915604,0.162832373164589","423"
"CCLE","CTRP","L-685458","AUC_IC50_adj","pearson","0.0699841406875393","0.083","0.0659999999999999","-0.0384997048355362,0.200018451855535","423"
"CCLE","CTRP","L-685458","AUC_IC50_adj","spearman","0.0620670436838787","0.108","0.089","-0.0352407000108755,0.158313581764498","423"
"CCLE","CTRP","Lapatinib","EC50","pearson",NA,NA,NA,"NA","410"
"CCLE","CTRP","Lapatinib","EC50","spearman","0.387819242439689","0.001","0.001","0.293411459729194,0.477109236541444","410"
"CCLE","CTRP","Lapatinib","IC50","pearson",NA,NA,NA,"NA","410"
"CCLE","CTRP","Lapatinib","IC50","spearman","0.386654160800896","0.001","0.001","0.288617592331946,0.473206806114263","410"
"CCLE","CTRP","Lapatinib","AUC_EC50","pearson","0.434029329707491","0.001","0.001","0.337401870213983,0.514089937653831","410"
"CCLE","CTRP","Lapatinib","AUC_EC50","spearman","0.365586568542144","0.001","0.001","0.275280154818184,0.452212502504924","410"
"CCLE","CTRP","Lapatinib","AUC_IC50","pearson","0.420488427303957","0.001","0.001","0.330427959325652,0.507251991645966","410"
"CCLE","CTRP","Lapatinib","AUC_IC50","spearman","0.321999535987722","0.001","0.001","0.223775724419128,0.411829131458447","410"
"CCLE","CTRP","Lapatinib","AUC_EC50_adj","pearson","0.622079025318559","0.001","0.001","0.534603100435757,0.698905553472961","410"
"CCLE","CTRP","Lapatinib","AUC_EC50_adj","spearman","0.484144404451558","0.001","0.001","0.398689844237361,0.562713135678216","410"
"CCLE","CTRP","Lapatinib","AUC_IC50_adj","pearson","0.626374655735528","0.001","0.001","0.536064961861351,0.707709128971984","410"
"CCLE","CTRP","Lapatinib","AUC_IC50_adj","spearman","0.453628842172514","0.001","0.001","0.364096573237931,0.538555958750121","410"
"CCLE","CTRP","Nilotinib","EC50","pearson",NA,NA,NA,"NA","342"
"CCLE","CTRP","Nilotinib","EC50","spearman","0.126141424997533","0.017","0.011","0.00787663509124316,0.23828973231273","342"
"CCLE","CTRP","Nilotinib","IC50","pearson",NA,NA,NA,"NA","342"
"CCLE","CTRP","Nilotinib","IC50","spearman","0.0824829901160323","0.0600000000000001","0.079","-0.0353302381961961,0.206797706171756","342"
"CCLE","CTRP","Nilotinib","AUC_EC50","pearson","0.156417222191294","0.005","0.001","0.00934000874343773,0.279998846897962","342"
"CCLE","CTRP","Nilotinib","AUC_EC50","spearman","0.0590678623664314","0.155","0.147","-0.0481792932329589,0.173273827296339","342"
"CCLE","CTRP","Nilotinib","AUC_IC50","pearson","0.216219776262534","0.001","0.001","0.0616148748438674,0.348978297380344","342"
"CCLE","CTRP","Nilotinib","AUC_IC50","spearman","0.129998075564757","0.00800000000000001","0.00700000000000001","0.0227002823378469,0.232658595241108","342"
"CCLE","CTRP","Nilotinib","AUC_EC50_adj","pearson","0.439856909770679","0.001","0.001","0.245784305161562,0.590710802611666","342"
"CCLE","CTRP","Nilotinib","AUC_EC50_adj","spearman","0.143750140547606","0.004","0.003","0.0318248976231426,0.253515874391098","342"
"CCLE","CTRP","Nilotinib","AUC_IC50_adj","pearson","0.523956054458247","0.001","0.001","0.27715230068433,0.668451298446674","342"
"CCLE","CTRP","Nilotinib","AUC_IC50_adj","spearman","0.155870075890708","0.002","0.003","0.0423994643707906,0.266021421911171","342"
"CCLE","CTRP","Nutlin-3","EC50","pearson",NA,NA,NA,"NA","428"
"CCLE","CTRP","Nutlin-3","EC50","spearman","0.323870637630511","0.001","0.001","0.232116573120636,0.410025585907523","428"
"CCLE","CTRP","Nutlin-3","IC50","pearson",NA,NA,NA,"NA","428"
"CCLE","CTRP","Nutlin-3","IC50","spearman","0.336377014664529","0.001","0.001","0.23909460157154,0.408353797168244","428"
"CCLE","CTRP","Nutlin-3","AUC_EC50","pearson","0.345410545856459","0.001","0.001","0.236308884283971,0.439853528415438","428"
"CCLE","CTRP","Nutlin-3","AUC_EC50","spearman","0.275811963944788","0.001","0.001","0.184871381513643,0.359012503317353","428"
"CCLE","CTRP","Nutlin-3","AUC_IC50","pearson","0.360549826334326","0.001","0.001","0.253857384856004,0.450955927892504","428"
"CCLE","CTRP","Nutlin-3","AUC_IC50","spearman","0.283836038204286","0.001","0.001","0.177439473224103,0.37660032765199","428"
"CCLE","CTRP","Nutlin-3","AUC_EC50_adj","pearson","0.426461339564582","0.001","0.001","0.292226375113887,0.549394603701085","428"
"CCLE","CTRP","Nutlin-3","AUC_EC50_adj","spearman","0.340320886652046","0.001","0.001","0.258691176926266,0.420050132155042","428"
"CCLE","CTRP","Nutlin-3","AUC_IC50_adj","pearson","0.452084424679275","0.001","0.001","0.322063372574474,0.582511891712852","428"
"CCLE","CTRP","Nutlin-3","AUC_IC50_adj","spearman","0.319928026471875","0.001","0.001","0.230587849287986,0.402170772228039","428"
"CCLE","CTRP","Paclitaxel","EC50","pearson",NA,NA,NA,"NA","423"
"CCLE","CTRP","Paclitaxel","EC50","spearman","0.342916354279731","0.001","0.001","0.257017379215471,0.420553314023665","423"
"CCLE","CTRP","Paclitaxel","IC50","pearson",NA,NA,NA,"NA","423"
"CCLE","CTRP","Paclitaxel","IC50","spearman","0.490549316821277","0.001","0.001","0.412899436171352,0.565672807827363","423"
"CCLE","CTRP","Paclitaxel","AUC_EC50","pearson","0.597995936025795","0.001","0.001","0.517157365533156,0.671003487553898","423"
"CCLE","CTRP","Paclitaxel","AUC_EC50","spearman","0.653917610506829","0.001","0.001","0.582383367911836,0.710853808394972","423"
"CCLE","CTRP","Paclitaxel","AUC_IC50","pearson","0.571260835255747","0.001","0.001","0.488542496308267,0.639460311305659","423"
"CCLE","CTRP","Paclitaxel","AUC_IC50","spearman","0.653809480321892","0.001","0.001","0.588232157113206,0.716794847334523","423"
"CCLE","CTRP","Paclitaxel","AUC_EC50_adj","pearson","0.598799487727156","0.001","0.001","0.516789263923653,0.671443945924286","423"
"CCLE","CTRP","Paclitaxel","AUC_EC50_adj","spearman","0.655852221234993","0.001","0.001","0.581865868142061,0.716993731900172","423"
"CCLE","CTRP","Paclitaxel","AUC_IC50_adj","pearson","0.582938259497505","0.001","0.001","0.509688341795746,0.656859769109112","423"
"CCLE","CTRP","Paclitaxel","AUC_IC50_adj","spearman","0.653434512745092","0.001","0.001","0.578341258845943,0.717116955638379","423"
"CCLE","CTRP","Panobinostat","EC50","pearson",NA,NA,NA,"NA","425"
"CCLE","CTRP","Panobinostat","EC50","spearman","0.581343825602531","0.001","0.001","0.510967295600782,0.646516052898307","425"
"CCLE","CTRP","Panobinostat","IC50","pearson",NA,NA,NA,"NA","425"
"CCLE","CTRP","Panobinostat","IC50","spearman","0.618425600854717","0.001","0.001","0.549429783509097,0.68497866538794","425"
"CCLE","CTRP","Panobinostat","AUC_EC50","pearson","0.323940892856627","0.001","0.001","0.221512457655854,0.462628938003941","425"
"CCLE","CTRP","Panobinostat","AUC_EC50","spearman","0.442955714308046","0.001","0.001","0.364216145245884,0.515714365336011","425"
"CCLE","CTRP","Panobinostat","AUC_IC50","pearson","0.26576729197124","0.001","0.001","0.138706759726296,0.446262658709288","425"
"CCLE","CTRP","Panobinostat","AUC_IC50","spearman","0.65710978412093","0.001","0.001","0.586698725148426,0.719178583699612","425"
"CCLE","CTRP","Panobinostat","AUC_EC50_adj","pearson","0.406480873567119","0.001","0.001","0.308166862756757,0.546803284087239","425"
"CCLE","CTRP","Panobinostat","AUC_EC50_adj","spearman","0.503719341576652","0.001","0.001","0.427554216366883,0.571836943201774","425"
"CCLE","CTRP","Panobinostat","AUC_IC50_adj","pearson","0.418473003774041","0.001","0.001","0.300595520607339,0.558929142857628","425"
"CCLE","CTRP","Panobinostat","AUC_IC50_adj","spearman","0.668460578561403","0.001","0.001","0.601994852752552,0.72874954297726","425"
"CCLE","CTRP","PLX-4720","EC50","pearson",NA,NA,NA,"NA","418"
"CCLE","CTRP","PLX-4720","EC50","spearman","0.519680993939347","0.001","0.001","0.427441013168576,0.607538404747","418"
"CCLE","CTRP","PLX-4720","IC50","pearson",NA,NA,NA,"NA","418"
"CCLE","CTRP","PLX-4720","IC50","spearman","0.471915657357196","0.001","0.001","0.358476379489566,0.579129494077201","418"
"CCLE","CTRP","PLX-4720","AUC_EC50","pearson","0.632032227447439","0.001","0.001","0.534658935282149,0.708030524310818","418"
"CCLE","CTRP","PLX-4720","AUC_EC50","spearman","0.50458859100833","0.001","0.001","0.415842764544613,0.587597998797678","418"
"CCLE","CTRP","PLX-4720","AUC_IC50","pearson","0.677230738138253","0.001","0.001","0.576799937090624,0.752450712618817","418"
"CCLE","CTRP","PLX-4720","AUC_IC50","spearman","0.535345195965765","0.001","0.001","0.452614737776258,0.609478143986699","418"
"CCLE","CTRP","PLX-4720","AUC_EC50_adj","pearson","0.715924325776562","0.001","0.001","0.624476315475616,0.788011757651364","418"
"CCLE","CTRP","PLX-4720","AUC_EC50_adj","spearman","0.497230345926514","0.001","0.001","0.408841926449468,0.574865737844287","418"
"CCLE","CTRP","PLX-4720","AUC_IC50_adj","pearson","0.727758108466496","0.001","0.001","0.626708401927885,0.806921284598013","418"
"CCLE","CTRP","PLX-4720","AUC_IC50_adj","spearman","0.514387474729443","0.001","0.001","0.427599749412336,0.591772795108882","418"
"CCLE","CTRP","RAF265","EC50","pearson",NA,NA,NA,"NA","308"
"CCLE","CTRP","RAF265","EC50","spearman","0.303821331648877","0.001","0.001","0.193242558896953,0.416522569520687","308"
"CCLE","CTRP","RAF265","IC50","pearson",NA,NA,NA,"NA","308"
"CCLE","CTRP","RAF265","IC50","spearman","0.301092784393334","0.001","0.001","0.193597787123686,0.406826833978282","308"
"CCLE","CTRP","RAF265","AUC_EC50","pearson","0.268992148703665","0.001","0.001","0.15308302766409,0.383252642844384","308"
"CCLE","CTRP","RAF265","AUC_EC50","spearman","0.279246448501058","0.001","0.001","0.169942497796646,0.383076613239129","308"
"CCLE","CTRP","RAF265","AUC_IC50","pearson","0.263488786175161","0.001","0.001","0.154174735718874,0.378243081839851","308"
"CCLE","CTRP","RAF265","AUC_IC50","spearman","0.273469012250202","0.001","0.001","0.159802980104673,0.376567741053226","308"
"CCLE","CTRP","RAF265","AUC_EC50_adj","pearson","0.402904475668869","0.001","0.001","0.2888325735781,0.505975494609143","308"
"CCLE","CTRP","RAF265","AUC_EC50_adj","spearman","0.42269788653521","0.001","0.001","0.322960637348108,0.527044140336067","308"
"CCLE","CTRP","RAF265","AUC_IC50_adj","pearson","0.400353115882242","0.001","0.001","0.284735943150212,0.494313380231814","308"
"CCLE","CTRP","RAF265","AUC_IC50_adj","spearman","0.403981079481538","0.001","0.001","0.309063013686227,0.506456357968595","308"
"CCLE","CTRP","Saracatinib","EC50","pearson",NA,NA,NA,"NA","428"
"CCLE","CTRP","Saracatinib","EC50","spearman","0.500327143643457","0.001","0.001","0.420452251896581,0.574714617032929","428"
"CCLE","CTRP","Saracatinib","IC50","pearson",NA,NA,NA,"NA","428"
"CCLE","CTRP","Saracatinib","IC50","spearman","0.512155757394677","0.001","0.001","0.425344614076525,0.590812711200816","428"
"CCLE","CTRP","Saracatinib","AUC_EC50","pearson","0.587805367117113","0.001","0.001","0.519460971080295,0.655624316411358","428"
"CCLE","CTRP","Saracatinib","AUC_EC50","spearman","0.533000169739866","0.001","0.001","0.45835854172489,0.607193626050777","428"
"CCLE","CTRP","Saracatinib","AUC_IC50","pearson","0.61568988460162","0.001","0.001","0.543491249162213,0.68515199854111","428"
"CCLE","CTRP","Saracatinib","AUC_IC50","spearman","0.560366093229583","0.001","0.001","0.488318956910612,0.628242832042706","428"
"CCLE","CTRP","Saracatinib","AUC_EC50_adj","pearson","0.682059922830322","0.001","0.001","0.610396736268547,0.741368133659639","428"
"CCLE","CTRP","Saracatinib","AUC_EC50_adj","spearman","0.605179407692048","0.001","0.001","0.529359334600875,0.664964539345377","428"
"CCLE","CTRP","Saracatinib","AUC_IC50_adj","pearson","0.693438631222674","0.001","0.001","0.627684494171269,0.753556478371612","428"
"CCLE","CTRP","Saracatinib","AUC_IC50_adj","spearman","0.611633273223368","0.001","0.001","0.539252524386835,0.678619584552147","428"
"CCLE","CTRP","Selumetinib","EC50","pearson",NA,NA,NA,"NA","422"
"CCLE","CTRP","Selumetinib","EC50","spearman","0.537994803287989","0.001","0.001","0.458158277687611,0.614169754475619","422"
"CCLE","CTRP","Selumetinib","IC50","pearson",NA,NA,NA,"NA","422"
"CCLE","CTRP","Selumetinib","IC50","spearman","0.614633330014437","0.001","0.001","0.540379603584001,0.681543437603327","422"
"CCLE","CTRP","Selumetinib","AUC_EC50","pearson","0.642321207963147","0.001","0.001","0.57792567583672,0.696592904256108","422"
"CCLE","CTRP","Selumetinib","AUC_EC50","spearman","0.625670739345595","0.001","0.001","0.561393535413272,0.683590773339407","422"
"CCLE","CTRP","Selumetinib","AUC_IC50","pearson","0.639865659507699","0.001","0.001","0.576397019907679,0.696627247201457","422"
"CCLE","CTRP","Selumetinib","AUC_IC50","spearman","0.623164131777688","0.001","0.001","0.559271857829224,0.680991734104748","422"
"CCLE","CTRP","Selumetinib","AUC_EC50_adj","pearson","0.770770795633945","0.001","0.001","0.721181252631888,0.812839995182838","422"
"CCLE","CTRP","Selumetinib","AUC_EC50_adj","spearman","0.750052524307121","0.001","0.001","0.699502340804457,0.791749211266646","422"
"CCLE","CTRP","Selumetinib","AUC_IC50_adj","pearson","0.75190398976668","0.001","0.001","0.699264238774482,0.798659981936154","422"
"CCLE","CTRP","Selumetinib","AUC_IC50_adj","spearman","0.728385274457188","0.001","0.001","0.676612608956095,0.77425398649419","422"
"CCLE","CTRP","Sorafenib","EC50","pearson",NA,NA,NA,"NA","430"
"CCLE","CTRP","Sorafenib","EC50","spearman","0.064194892352418","0.086","0.091","-0.0323627917791589,0.161986311639133","430"
"CCLE","CTRP","Sorafenib","IC50","pearson",NA,NA,NA,"NA","430"
"CCLE","CTRP","Sorafenib","IC50","spearman","0.147330979561182","0.004","0.003","0.0474613099071659,0.250560756638311","430"
"CCLE","CTRP","Sorafenib","AUC_EC50","pearson","0.108625838075426","0.017","0.013","0.00625633004438164,0.212141855790668","430"
"CCLE","CTRP","Sorafenib","AUC_EC50","spearman","0.063924603966691","0.096","0.107","-0.0360607141314988,0.166100504090385","430"
"CCLE","CTRP","Sorafenib","AUC_IC50","pearson","0.0934249353396843","0.019","0.028","-0.0036454559035958,0.188610746672008","430"
"CCLE","CTRP","Sorafenib","AUC_IC50","spearman","0.0608029088619338","0.108","0.102","-0.041260831442433,0.155856966403835","430"
"CCLE","CTRP","Sorafenib","AUC_EC50_adj","pearson","0.182521270766866","0.001","0.001","0.0666802658253702,0.293028819111116","430"
"CCLE","CTRP","Sorafenib","AUC_EC50_adj","spearman","0.0702632605476402","0.08","0.0669999999999999","-0.0277234249417121,0.169202181073781","430"
"CCLE","CTRP","Sorafenib","AUC_IC50_adj","pearson","0.201471366503778","0.001","0.001","0.0667708102452998,0.314467080333893","430"
"CCLE","CTRP","Sorafenib","AUC_IC50_adj","spearman","0.0931201244679557","0.027","0.023","-0.000420971662020986,0.194432180698731","430"
"CCLE","CTRP","TAE684","EC50","pearson",NA,NA,NA,"NA","425"
"CCLE","CTRP","TAE684","EC50","spearman","0.462278458775189","0.001","0.001","0.375710286559118,0.536804353775709","425"
"CCLE","CTRP","TAE684","IC50","pearson",NA,NA,NA,"NA","425"
"CCLE","CTRP","TAE684","IC50","spearman","0.49261736216834","0.001","0.001","0.410185538073557,0.569521387286376","425"
"CCLE","CTRP","TAE684","AUC_EC50","pearson","0.335722347392632","0.001","0.001","0.24462381037414,0.426033899178364","425"
"CCLE","CTRP","TAE684","AUC_EC50","spearman","0.393704334776696","0.001","0.001","0.307923943919142,0.47579008957246","425"
"CCLE","CTRP","TAE684","AUC_IC50","pearson","0.347327159001133","0.001","0.001","0.260550920914958,0.438579322807908","425"
"CCLE","CTRP","TAE684","AUC_IC50","spearman","0.397853089681262","0.001","0.001","0.307596776823849,0.481358576023411","425"
"CCLE","CTRP","TAE684","AUC_EC50_adj","pearson","0.504215888809761","0.001","0.001","0.418992458286679,0.575890708200812","425"
"CCLE","CTRP","TAE684","AUC_EC50_adj","spearman","0.510369386128089","0.001","0.001","0.419708925275448,0.58769775917087","425"
"CCLE","CTRP","TAE684","AUC_IC50_adj","pearson","0.512033586411869","0.001","0.001","0.42133225521027,0.5942977216593","425"
"CCLE","CTRP","TAE684","AUC_IC50_adj","spearman","0.509598099138672","0.001","0.001","0.428660721417491,0.591641860825948","425"
"CCLE","CTRP","Topotecan","EC50","pearson",NA,NA,NA,"NA","437"
"CCLE","CTRP","Topotecan","EC50","spearman","0.621143966378558","0.001","0.001","0.553065852181243,0.677432537273947","437"
"CCLE","CTRP","Topotecan","IC50","pearson",NA,NA,NA,"NA","437"
"CCLE","CTRP","Topotecan","IC50","spearman","0.671015836014768","0.001","0.001","0.606889817663197,0.725819459442764","437"
"CCLE","CTRP","Topotecan","AUC_EC50","pearson","0.550554312966121","0.001","0.001","0.454252734188611,0.635161662603104","437"
"CCLE","CTRP","Topotecan","AUC_EC50","spearman","0.610988151704427","0.001","0.001","0.541920446710613,0.666745933856355","437"
"CCLE","CTRP","Topotecan","AUC_IC50","pearson","0.560359610287553","0.001","0.001","0.47069974069278,0.645384285950445","437"
"CCLE","CTRP","Topotecan","AUC_IC50","spearman","0.667329602563435","0.001","0.001","0.596830611666124,0.723639103761595","437"
"CCLE","CTRP","Topotecan","AUC_EC50_adj","pearson","0.677137933657901","0.001","0.001","0.614449735791954,0.738682299101026","437"
"CCLE","CTRP","Topotecan","AUC_EC50_adj","spearman","0.716994290535887","0.001","0.001","0.659347456590096,0.765553573680681","437"
"CCLE","CTRP","Topotecan","AUC_IC50_adj","pearson","0.65967504481245","0.001","0.001","0.589269572402691,0.723672463814282","437"
"CCLE","CTRP","Topotecan","AUC_IC50_adj","spearman","0.707776265389857","0.001","0.001","0.647453959691898,0.758030179118959","437"
"CCLE","CTRP","Vandetanib","EC50","pearson",NA,NA,NA,"NA","415"
"CCLE","CTRP","Vandetanib","EC50","spearman","0.440655806459449","0.001","0.001","0.353476640689717,0.525017338969551","415"
"CCLE","CTRP","Vandetanib","IC50","pearson",NA,NA,NA,"NA","415"
"CCLE","CTRP","Vandetanib","IC50","spearman","0.460785000051987","0.001","0.001","0.374716916337138,0.54173709027005","415"
"CCLE","CTRP","Vandetanib","AUC_EC50","pearson","0.511282569681637","0.001","0.001","0.425350084529258,0.592636503479437","415"
"CCLE","CTRP","Vandetanib","AUC_EC50","spearman","0.455493546090717","0.001","0.001","0.364421987427883,0.538056251468516","415"
"CCLE","CTRP","Vandetanib","AUC_IC50","pearson","0.521746043574108","0.001","0.001","0.440526446324753,0.596430793461705","415"
"CCLE","CTRP","Vandetanib","AUC_IC50","spearman","0.463109293360734","0.001","0.001","0.380353615592936,0.544399454125651","415"
"CCLE","CTRP","Vandetanib","AUC_EC50_adj","pearson","0.638738989488769","0.001","0.001","0.562154467316927,0.705430580737434","415"
"CCLE","CTRP","Vandetanib","AUC_EC50_adj","spearman","0.544566056869619","0.001","0.001","0.46169268085917,0.616849968264536","415"
"CCLE","CTRP","Vandetanib","AUC_IC50_adj","pearson","0.649095589290985","0.001","0.001","0.580847369918809,0.713453668303674","415"
"CCLE","CTRP","Vandetanib","AUC_IC50_adj","spearman","0.552581335063555","0.001","0.001","0.477873266100977,0.618360861488353","415"
"CTRP","GDSC","All","EC50","pearson","0.165763175607995","0.001","0.001","0.135996461039158,0.201547468732468","7142"
"CTRP","GDSC","All","EC50","spearman","0.475640307321427","0.001","0.001","0.461502352884431,0.489756655012756","17253"
"CTRP","GDSC","All","IC50","pearson","0.276765991828535","0.001","0.001","0.241107596488324,0.316729525355635","5895"
"CTRP","GDSC","All","IC50","spearman","0.494074522846957","0.001","0.001","0.481129137562833,0.507758970786157","17253"
"CTRP","GDSC","All","AUC_EC50","pearson","0.433457895360103","0.001","0.001","0.421561018221117,0.445173972112544","17253"
"CTRP","GDSC","All","AUC_EC50","spearman","0.418676456093951","0.001","0.001","0.405899180405204,0.43165599138464","17253"
"CTRP","GDSC","All","AUC_IC50","pearson","0.450478417669486","0.001","0.001","0.437930112184595,0.462745396192459","17253"
"CTRP","GDSC","All","AUC_IC50","spearman","0.4402175317543","0.001","0.001","0.426958362625169,0.453730592314611","17253"
"CTRP","GDSC","All","AUC_EC50_adj","pearson","0.64000511534845","0.001","0.001","0.62996753139562,0.650212251039606","17253"
"CTRP","GDSC","All","AUC_EC50_adj","spearman","0.602323355274914","0.001","0.001","0.591271503374899,0.612057780568496","17253"
"CTRP","GDSC","All","AUC_IC50_adj","pearson","0.648023386337823","0.001","0.001","0.63793888570586,0.65916700787837","17253"
"CTRP","GDSC","All","AUC_IC50_adj","spearman","0.619419311808025","0.001","0.001","0.609292719410458,0.629526482662169","17253"
"CTRP","GDSC","17-AAG","EC50","pearson",NA,NA,NA,"NA","395"
"CTRP","GDSC","17-AAG","EC50","spearman","0.543423374648296","0.001","0.001","0.458969645295572,0.622253266469804","395"
"CTRP","GDSC","17-AAG","IC50","pearson",NA,NA,NA,"NA","395"
"CTRP","GDSC","17-AAG","IC50","spearman","0.385928005513177","0.001","0.001","0.287573690063015,0.469633233838272","395"
"CTRP","GDSC","17-AAG","AUC_EC50","pearson","0.151851147587393","0.002","0.001","0.0640268854403657,0.244395001964727","395"
"CTRP","GDSC","17-AAG","AUC_EC50","spearman","0.197820783170651","0.001","0.001","0.102194388027378,0.299871097476307","395"
"CTRP","GDSC","17-AAG","AUC_IC50","pearson","0.253440433499701","0.001","0.001","0.156854714556661,0.337661861944213","395"
"CTRP","GDSC","17-AAG","AUC_IC50","spearman","0.280927958502976","0.001","0.001","0.182073940087742,0.368226461908478","395"
"CTRP","GDSC","17-AAG","AUC_EC50_adj","pearson","0.543953473409132","0.001","0.001","0.476397515643041,0.607264607344524","395"
"CTRP","GDSC","17-AAG","AUC_EC50_adj","spearman","0.538514814663372","0.001","0.001","0.456605806826282,0.612501307551356","395"
"CTRP","GDSC","17-AAG","AUC_IC50_adj","pearson","0.532079670787049","0.001","0.001","0.459595996636444,0.596993195301518","395"
"CTRP","GDSC","17-AAG","AUC_IC50_adj","spearman","0.537629596276907","0.001","0.001","0.460039522179435,0.608291413541974","395"
"CTRP","GDSC","Afatinib","EC50","pearson",NA,NA,NA,"NA","349"
"CTRP","GDSC","Afatinib","EC50","spearman","0.389824303364665","0.001","0.001","0.281465050830407,0.488219465441626","349"
"CTRP","GDSC","Afatinib","IC50","pearson",NA,NA,NA,"NA","349"
"CTRP","GDSC","Afatinib","IC50","spearman","0.358786711587965","0.001","0.001","0.232503374046433,0.452819892113488","349"
"CTRP","GDSC","Afatinib","AUC_EC50","pearson","-0.0171336866188103","0.369","0.384","-0.118873434365582,0.0733950055351796","349"
"CTRP","GDSC","Afatinib","AUC_EC50","spearman","-0.0624466808756899","0.125","0.141","-0.160918254346407,0.0402238416981123","349"
"CTRP","GDSC","Afatinib","AUC_IC50","pearson","-0.000926749195595933","0.502","0.475","-0.0927663602697178,0.0926733846705963","349"
"CTRP","GDSC","Afatinib","AUC_IC50","spearman","-0.104838878145864","0.025","0.024","-0.205869513547797,0.00132798853411896","349"
"CTRP","GDSC","Afatinib","AUC_EC50_adj","pearson","0.631363630558354","0.001","0.001","0.557238555810069,0.700101837461659","349"
"CTRP","GDSC","Afatinib","AUC_EC50_adj","spearman","0.446040125306336","0.001","0.001","0.342412050995526,0.542110682383508","349"
"CTRP","GDSC","Afatinib","AUC_IC50_adj","pearson","0.707583804174005","0.001","0.001","0.636220210936547,0.777610361013136","349"
"CTRP","GDSC","Afatinib","AUC_IC50_adj","spearman","0.501315934708881","0.001","0.001","0.415373038302245,0.58948792178859","349"
"CTRP","GDSC","Axitinib","EC50","pearson",NA,NA,NA,"NA","381"
"CTRP","GDSC","Axitinib","EC50","spearman","0.27531233725278","0.001","0.001","0.175943293851878,0.370046018268146","381"
"CTRP","GDSC","Axitinib","IC50","pearson",NA,NA,NA,"NA","381"
"CTRP","GDSC","Axitinib","IC50","spearman","0.479886184088177","0.001","0.001","0.388471804183013,0.556032008815538","381"
