"database1","database2","drug","drug_sensitivity_metric","correlation_type","correlation","p.permutations","p.bootstrap","confidence.interval","data_points"
"CTRP","GDSC","MK-2206","EC50","pearson",NA,NA,NA,"NA","332"
"CTRP","GDSC","MK-2206","EC50","spearman","0.277168746342143","0.001","0.001","0.162087353850996,0.371125982235605","332"
"CTRP","GDSC","MK-2206","IC50","pearson",NA,NA,NA,"NA","332"
"CTRP","GDSC","MK-2206","IC50","spearman","0.391579976081215","0.001","0.001","0.288624637915769,0.47943381787085","332"
"CTRP","GDSC","MK-2206","AUC_EC50","pearson","0.424061964845737","0.001","0.001","0.329449089186342,0.514233970226128","332"
"CTRP","GDSC","MK-2206","AUC_EC50","spearman","0.382808280562439","0.001","0.001","0.28117428964946,0.483280498676467","332"
"CTRP","GDSC","MK-2206","AUC_IC50","pearson","0.459099146721229","0.001","0.001","0.363740997058935,0.549617266935533","332"
"CTRP","GDSC","MK-2206","AUC_IC50","spearman","0.404481976243342","0.001","0.001","0.306605362736536,0.491564452866636","332"
"CTRP","GDSC","MK-2206","AUC_EC50_adj","pearson","0.467180135075042","0.001","0.001","0.363331144657735,0.559593527620007","332"
"CTRP","GDSC","MK-2206","AUC_EC50_adj","spearman","0.408220290322718","0.001","0.001","0.297359840340757,0.500830126381535","332"
"CTRP","GDSC","MK-2206","AUC_IC50_adj","pearson","0.527340838678947","0.001","0.001","0.422602051317703,0.611389152011728","332"
"CTRP","GDSC","MK-2206","AUC_IC50_adj","spearman","0.456513733549369","0.001","0.001","0.362806052783973,0.541457980541751","332"
"CTRP","GDSC","Navitoclax","EC50","pearson",NA,NA,NA,"NA","380"
"CTRP","GDSC","Navitoclax","EC50","spearman","0.418545648722138","0.001","0.001","0.310926996709967,0.50842796048251","380"
"CTRP","GDSC","Navitoclax","IC50","pearson",NA,NA,NA,"NA","380"
"CTRP","GDSC","Navitoclax","IC50","spearman","0.460819941312058","0.001","0.001","0.36280896367859,0.559103427595328","380"
"CTRP","GDSC","Navitoclax","AUC_EC50","pearson","0.487458115994104","0.001","0.001","0.390349261520016,0.572215052871252","380"
"CTRP","GDSC","Navitoclax","AUC_EC50","spearman","0.390212864136324","0.001","0.001","0.295325162309251,0.482964817553729","380"
"CTRP","GDSC","Navitoclax","AUC_IC50","pearson","0.503902366176622","0.001","0.001","0.410903964657364,0.590931230785237","380"
"CTRP","GDSC","Navitoclax","AUC_IC50","spearman","0.373942725252657","0.001","0.001","0.28118442853412,0.458677034472422","380"
"CTRP","GDSC","Navitoclax","AUC_EC50_adj","pearson","0.578168952941208","0.001","0.001","0.478653497917613,0.664470434161152","380"
"CTRP","GDSC","Navitoclax","AUC_EC50_adj","spearman","0.418091445391101","0.001","0.001","0.319594380479865,0.510060395917382","380"
"CTRP","GDSC","Navitoclax","AUC_IC50_adj","pearson","0.601529969719363","0.001","0.001","0.501903505079847,0.692294441390516","380"
"CTRP","GDSC","Navitoclax","AUC_IC50_adj","spearman","0.407690182950423","0.001","0.001","0.318428097348908,0.490400218634187","380"
"CTRP","GDSC","Nilotinib","EC50","pearson",NA,NA,NA,"NA","367"
"CTRP","GDSC","Nilotinib","EC50","spearman","0.160345639474739","0.002","0.004","0.0450855471726546,0.273775483413867","367"
"CTRP","GDSC","Nilotinib","IC50","pearson",NA,NA,NA,"NA","367"
"CTRP","GDSC","Nilotinib","IC50","spearman","0.230006185665812","0.001","0.001","0.0814671426762074,0.346956629814984","367"
"CTRP","GDSC","Nilotinib","AUC_EC50","pearson","0.247996258813488","0.001","0.001","0.107580243969027,0.367056510466196","367"
"CTRP","GDSC","Nilotinib","AUC_EC50","spearman","0.0995400086618593","0.029","0.036","0.000816282471256239,0.202504471251493","367"
"CTRP","GDSC","Nilotinib","AUC_IC50","pearson","0.289638824209654","0.001","0.001","0.137635925104356,0.399474257958262","367"
"CTRP","GDSC","Nilotinib","AUC_IC50","spearman","0.140101455188804","0.00700000000000001","0.001","0.035478885360211,0.243477795659448","367"
"CTRP","GDSC","Nilotinib","AUC_EC50_adj","pearson","0.605879277367682","0.001","0.001","0.365932994142106,0.737481831670204","367"
"CTRP","GDSC","Nilotinib","AUC_EC50_adj","spearman","0.146902069209186","0.001","0.001","0.0343658289363772,0.250459497593868","367"
"CTRP","GDSC","Nilotinib","AUC_IC50_adj","pearson","0.817107570613138","0.001","0.001","0.587027294160626,0.903498550031632","367"
"CTRP","GDSC","Nilotinib","AUC_IC50_adj","spearman","0.196207893012863","0.001","0.001","0.0959761101903715,0.29495605408021","367"
"CTRP","GDSC","Nutlin-3","EC50","pearson",NA,NA,NA,"NA","374"
"CTRP","GDSC","Nutlin-3","EC50","spearman","0.357845642006664","0.001","0.001","0.252149458192245,0.448511293874673","374"
"CTRP","GDSC","Nutlin-3","IC50","pearson",NA,NA,NA,"NA","374"
"CTRP","GDSC","Nutlin-3","IC50","spearman","0.522648610926811","0.001","0.001","0.435374915531273,0.594558859377464","374"
"CTRP","GDSC","Nutlin-3","AUC_EC50","pearson","0.465077219650642","0.001","0.001","0.373557543204513,0.541605974985943","374"
"CTRP","GDSC","Nutlin-3","AUC_EC50","spearman","0.369094313721342","0.001","0.001","0.270628514131617,0.459812361615936","374"
"CTRP","GDSC","Nutlin-3","AUC_IC50","pearson","0.530403878054174","0.001","0.001","0.44039291520359,0.605654191838525","374"
"CTRP","GDSC","Nutlin-3","AUC_IC50","spearman","0.384099527542159","0.001","0.001","0.285325867562927,0.473456315766779","374"
"CTRP","GDSC","Nutlin-3","AUC_EC50_adj","pearson","0.573475437594268","0.001","0.001","0.47807902506606,0.654812868548132","374"
"CTRP","GDSC","Nutlin-3","AUC_EC50_adj","spearman","0.419117718742384","0.001","0.001","0.325576141244822,0.507263682019134","374"
"CTRP","GDSC","Nutlin-3","AUC_IC50_adj","pearson","0.641930059961239","0.001","0.001","0.55322278468299,0.71622926627213","374"
"CTRP","GDSC","Nutlin-3","AUC_IC50_adj","spearman","0.424330443255126","0.001","0.001","0.334327586081921,0.511823420514972","374"
"CTRP","GDSC","Obatoclax","EC50","pearson",NA,NA,NA,"NA","387"
"CTRP","GDSC","Obatoclax","EC50","spearman","0.251125112154822","0.001","0.001","0.151634690625831,0.336817945154813","387"
"CTRP","GDSC","Obatoclax","IC50","pearson",NA,NA,NA,"NA","387"
"CTRP","GDSC","Obatoclax","IC50","spearman","0.218941308210676","0.001","0.001","0.122656861980891,0.30741467112911","387"
"CTRP","GDSC","Obatoclax","AUC_EC50","pearson","0.110506467195833","0.023","0.021","0.0202467650532776,0.20419879481688","387"
"CTRP","GDSC","Obatoclax","AUC_EC50","spearman","0.140819350983785","0.003","0.002","0.042361226329622,0.246405819697909","387"
"CTRP","GDSC","Obatoclax","AUC_IC50","pearson","0.126845565847634","0.00600000000000001","0.00900000000000001","0.0265772709160849,0.237168819277278","387"
"CTRP","GDSC","Obatoclax","AUC_IC50","spearman","0.230151730283407","0.001","0.001","0.129339185540494,0.323613667868129","387"
"CTRP","GDSC","Obatoclax","AUC_EC50_adj","pearson","0.185663671086548","0.001","0.001","0.0587898815043473,0.310003319780362","387"
"CTRP","GDSC","Obatoclax","AUC_EC50_adj","spearman","0.183221056319045","0.001","0.001","0.0850565590547553,0.285298077929221","387"
"CTRP","GDSC","Obatoclax","AUC_IC50_adj","pearson","0.194701806094351","0.001","0.001","0.0699069418105581,0.307295717889784","387"
"CTRP","GDSC","Obatoclax","AUC_IC50_adj","spearman","0.233231428951196","0.001","0.001","0.132098481606067,0.328018312410471","387"
"CTRP","GDSC","Olaparib","EC50","pearson",NA,NA,NA,"NA","389"
"CTRP","GDSC","Olaparib","EC50","spearman","0.184971740515351","0.001","0.001","0.0796726469632053,0.288323590062958","389"
"CTRP","GDSC","Olaparib","IC50","pearson",NA,NA,NA,"NA","389"
"CTRP","GDSC","Olaparib","IC50","spearman","0.160369738103723","0.003","0.002","0.0324883180853952,0.279465582046398","389"
"CTRP","GDSC","Olaparib","AUC_EC50","pearson","0.284099508800874","0.001","0.001","0.16443238955513,0.391143395824122","389"
"CTRP","GDSC","Olaparib","AUC_EC50","spearman","0.239079161382831","0.001","0.001","0.138193306545039,0.330533621440489","389"
"CTRP","GDSC","Olaparib","AUC_IC50","pearson","0.357448329890855","0.001","0.001","0.216097842616929,0.481438158386621","389"
"CTRP","GDSC","Olaparib","AUC_IC50","spearman","0.256591557277959","0.001","0.001","0.149239341508961,0.349310149155088","389"
"CTRP","GDSC","Olaparib","AUC_EC50_adj","pearson","0.186565452318813","0.001","0.001","0.0694465682513001,0.298735095754428","389"
"CTRP","GDSC","Olaparib","AUC_EC50_adj","spearman","0.106061018416956","0.024","0.014","0.00267646572080337,0.211586477486976","389"
"CTRP","GDSC","Olaparib","AUC_IC50_adj","pearson","0.327898239312414","0.001","0.001","0.167623826044355,0.478724502232297","389"
"CTRP","GDSC","Olaparib","AUC_IC50_adj","spearman","0.183604454875179","0.001","0.001","0.0810564316212086,0.279334792191738","389"
"CTRP","GDSC","Linsitinib","EC50","pearson",NA,NA,NA,"NA","380"
"CTRP","GDSC","Linsitinib","EC50","spearman","0.219097640727932","0.001","0.001","0.10436163931096,0.323537708982189","380"
"CTRP","GDSC","Linsitinib","IC50","pearson",NA,NA,NA,"NA","380"
"CTRP","GDSC","Linsitinib","IC50","spearman","0.246796639559501","0.001","0.001","0.117771046679092,0.361194153009604","380"
"CTRP","GDSC","Linsitinib","AUC_EC50","pearson","0.291899726519467","0.001","0.001","0.189841609140319,0.385543779259217","380"
"CTRP","GDSC","Linsitinib","AUC_EC50","spearman","0.215189272706","0.001","0.001","0.116218540608582,0.313948470116647","380"
"CTRP","GDSC","Linsitinib","AUC_IC50","pearson","0.324044345012492","0.001","0.001","0.210188990992133,0.423975569470305","380"
"CTRP","GDSC","Linsitinib","AUC_IC50","spearman","0.208063523989097","0.001","0.001","0.0930248377900248,0.305206554073207","380"
"CTRP","GDSC","Linsitinib","AUC_EC50_adj","pearson","0.333334348627255","0.001","0.001","0.225651853925406,0.443861000465005","380"
"CTRP","GDSC","Linsitinib","AUC_EC50_adj","spearman","0.258179269621306","0.001","0.001","0.153733228647633,0.345581417874332","380"
"CTRP","GDSC","Linsitinib","AUC_IC50_adj","pearson","0.374914809682987","0.001","0.001","0.257504183137637,0.48827729119029","380"
"CTRP","GDSC","Linsitinib","AUC_IC50_adj","spearman","0.257928638618893","0.001","0.001","0.158468960381807,0.352880145512189","380"
"CTRP","GDSC","PAC-1","EC50","pearson",NA,NA,NA,"NA","371"
"CTRP","GDSC","PAC-1","EC50","spearman","0.172016399012332","0.001","0.001","0.0739984909453706,0.269183321446579","371"
"CTRP","GDSC","PAC-1","IC50","pearson",NA,NA,NA,"NA","371"
"CTRP","GDSC","PAC-1","IC50","spearman","0.171445061126232","0.001","0.001","0.0654371438087302,0.276179766895186","371"
"CTRP","GDSC","PAC-1","AUC_EC50","pearson","0.194134602808405","0.001","0.001","0.0889326789258736,0.287127061630608","371"
"CTRP","GDSC","PAC-1","AUC_EC50","spearman","0.143348765403994","0.003","0.003","0.044650568669624,0.239544447383685","371"
"CTRP","GDSC","PAC-1","AUC_IC50","pearson","0.220602879934685","0.001","0.001","0.116487566341106,0.308096431836487","371"
"CTRP","GDSC","PAC-1","AUC_IC50","spearman","0.182528663782468","0.001","0.001","0.0802587541110379,0.283179163538746","371"
"CTRP","GDSC","PAC-1","AUC_EC50_adj","pearson","0.10041514079359","0.034","0.032","-0.0410268517795574,0.24153957522596","371"
"CTRP","GDSC","PAC-1","AUC_EC50_adj","spearman","0.0444624086742163","0.22","0.195","-0.0541913920604838,0.14385959625657","371"
"CTRP","GDSC","PAC-1","AUC_IC50_adj","pearson","0.114353046481637","0.013","0.013","-0.0194024213055359,0.247376631759743","371"
"CTRP","GDSC","PAC-1","AUC_IC50_adj","spearman","0.0520550565585436","0.163","0.163","-0.0397313468225636,0.157455814797201","371"
"CTRP","GDSC","Pazopanib","EC50","pearson",NA,NA,NA,"NA","380"
"CTRP","GDSC","Pazopanib","EC50","spearman","0.129767713328835","0.005","0.00700000000000001","0.0199954179547864,0.23669274023941","380"
"CTRP","GDSC","Pazopanib","IC50","pearson",NA,NA,NA,"NA","380"
"CTRP","GDSC","Pazopanib","IC50","spearman","0.172810529111119","0.001","0.001","0.063857132902447,0.270062848263773","380"
"CTRP","GDSC","Pazopanib","AUC_EC50","pearson","0.153871375425403","0.001","0.003","0.0387611099996346,0.26507223082338","380"
"CTRP","GDSC","Pazopanib","AUC_EC50","spearman","0.0790684146012092","0.0580000000000001","0.0610000000000001","-0.0261889509580934,0.186166853562608","380"
"CTRP","GDSC","Pazopanib","AUC_IC50","pearson","0.194746738441128","0.001","0.001","0.0787268219768558,0.298104416030433","380"
"CTRP","GDSC","Pazopanib","AUC_IC50","spearman","0.103777799889998","0.022","0.019","0.00826239260663136,0.20410990156885","380"
"CTRP","GDSC","Pazopanib","AUC_EC50_adj","pearson","0.321776146024834","0.001","0.001","0.168151898528198,0.443695760062368","380"
"CTRP","GDSC","Pazopanib","AUC_EC50_adj","spearman","0.181735257679653","0.001","0.001","0.0806503436828485,0.277032552600426","380"
"CTRP","GDSC","Pazopanib","AUC_IC50_adj","pearson","0.401482628626981","0.001","0.001","0.246700674806443,0.531514144907558","380"
"CTRP","GDSC","Pazopanib","AUC_IC50_adj","spearman","0.224842035742027","0.001","0.001","0.127983307921227,0.325017960318101","380"
"CTRP","GDSC","PLX-4720","EC50","pearson",NA,NA,NA,"NA","377"
"CTRP","GDSC","PLX-4720","EC50","spearman","0.241371478952172","0.001","0.001","0.135229977009331,0.347195556973037","377"
"CTRP","GDSC","PLX-4720","IC50","pearson",NA,NA,NA,"NA","377"
"CTRP","GDSC","PLX-4720","IC50","spearman","0.368755309046116","0.001","0.001","0.241041388944867,0.483733709099502","377"
"CTRP","GDSC","PLX-4720","AUC_EC50","pearson","0.479161049720673","0.001","0.001","0.355631042876581,0.582139485956284","377"
"CTRP","GDSC","PLX-4720","AUC_EC50","spearman","0.335442315082814","0.001","0.001","0.234377237500225,0.431883960879535","377"
"CTRP","GDSC","PLX-4720","AUC_IC50","pearson","0.534496563181301","0.001","0.001","0.413509408698295,0.63879254662943","377"
"CTRP","GDSC","PLX-4720","AUC_IC50","spearman","0.372907611779595","0.001","0.001","0.276003167193619,0.464630678118665","377"
"CTRP","GDSC","PLX-4720","AUC_EC50_adj","pearson","0.552314095339569","0.001","0.001","0.428037830401041,0.650188700965248","377"
"CTRP","GDSC","PLX-4720","AUC_EC50_adj","spearman","0.345112028044062","0.001","0.001","0.24253258827686,0.430224272667125","377"
"CTRP","GDSC","PLX-4720","AUC_IC50_adj","pearson","0.603410697881177","0.001","0.001","0.470842403293743,0.70963672692914","377"
"CTRP","GDSC","PLX-4720","AUC_IC50_adj","spearman","0.371163430552968","0.001","0.001","0.268684315937128,0.464634043062256","377"
"CTRP","GDSC","QS-11","EC50","pearson",NA,NA,NA,"NA","104"
"CTRP","GDSC","QS-11","EC50","spearman","0.0080040208330695","0.457","0.435","-0.184549500013452,0.205104957073077","104"
"CTRP","GDSC","QS-11","IC50","pearson",NA,NA,NA,"NA","104"
"CTRP","GDSC","QS-11","IC50","spearman","-0.0920736815782804","0.178","0.179","-0.219397261216376,0.118000646519086","104"
"CTRP","GDSC","QS-11","AUC_EC50","pearson","-0.0813194119453377","0.214","0.212","-0.261662298357056,0.0965477624038246","104"
"CTRP","GDSC","QS-11","AUC_EC50","spearman","-0.0971087165261923","0.166","0.15","-0.281347780925623,0.103158425761774","104"
"CTRP","GDSC","QS-11","AUC_IC50","pearson","0.00495276438066077","0.48","0.485","-0.175061604619291,0.209716205966609","104"
"CTRP","GDSC","QS-11","AUC_IC50","spearman","-0.00976208257761656","0.507","0.454","-0.204512269316569,0.188028715432742","104"
"CTRP","GDSC","QS-11","AUC_EC50_adj","pearson","-0.0777903643060463","0.205","0.232","-0.260705112051561,0.12179343121662","104"
"CTRP","GDSC","QS-11","AUC_EC50_adj","spearman","-0.0979141105687778","0.151","0.134","-0.302977084809349,0.102020254974471","104"
"CTRP","GDSC","QS-11","AUC_IC50_adj","pearson","0.0605663737616213","0.27","0.278","-0.151827043994171,0.273244040609729","104"
"CTRP","GDSC","QS-11","AUC_IC50_adj","spearman","0.0109175000045862","0.476","0.465","-0.194026199138644,0.210640955553686","104"
"CTRP","GDSC","Selumetinib","EC50","pearson",NA,NA,NA,"NA","358"
"CTRP","GDSC","Selumetinib","EC50","spearman","0.2358573511125","0.001","0.001","0.124042060062979,0.335692082835251","358"
"CTRP","GDSC","Selumetinib","IC50","pearson",NA,NA,NA,"NA","358"
"CTRP","GDSC","Selumetinib","IC50","spearman","0.297897501085956","0.001","0.001","0.192208512303133,0.394110770602421","358"
"CTRP","GDSC","Selumetinib","AUC_EC50","pearson","0.306572860610915","0.001","0.001","0.216055871211142,0.391880747416965","358"
"CTRP","GDSC","Selumetinib","AUC_EC50","spearman","0.24915657117331","0.001","0.001","0.149481971170607,0.340305777280336","358"
"CTRP","GDSC","Selumetinib","AUC_IC50","pearson","0.362788439626852","0.001","0.001","0.2728745844004,0.449042364744055","358"
"CTRP","GDSC","Selumetinib","AUC_IC50","spearman","0.309140235256528","0.001","0.001","0.2112940029203,0.400787614972947","358"
"CTRP","GDSC","Selumetinib","AUC_EC50_adj","pearson","0.326217688224859","0.001","0.001","0.215831583877701,0.433734813143184","358"
"CTRP","GDSC","Selumetinib","AUC_EC50_adj","spearman","0.281421252912729","0.001","0.001","0.182846050673889,0.37591273578475","358"
"CTRP","GDSC","Selumetinib","AUC_IC50_adj","pearson","0.367356715409293","0.001","0.001","0.252640916674238,0.477834227842604","358"
"CTRP","GDSC","Selumetinib","AUC_IC50_adj","spearman","0.328595566121155","0.001","0.001","0.234219478551043,0.425475837107843","358"
"CTRP","GDSC","Serdemetan","EC50","pearson",NA,NA,NA,"NA","350"
"CTRP","GDSC","Serdemetan","EC50","spearman","0.0742843160034252","0.086","0.079","-0.0374273721725278,0.176593408341446","350"
"CTRP","GDSC","Serdemetan","IC50","pearson",NA,NA,NA,"NA","350"
"CTRP","GDSC","Serdemetan","IC50","spearman","0.108221214339066","0.022","0.021","-0.00778825638084385,0.213871008217506","350"
"CTRP","GDSC","Serdemetan","AUC_EC50","pearson","0.0488037032635784","0.183","0.193","-0.0702000208251683,0.166690646695663","350"
"CTRP","GDSC","Serdemetan","AUC_EC50","spearman","0.0184611186330384","0.368","0.371","-0.0932362369516908,0.130714341196685","350"
"CTRP","GDSC","Serdemetan","AUC_IC50","pearson","0.0453353503404027","0.199","0.194","-0.0684656343321126,0.166505327224686","350"
"CTRP","GDSC","Serdemetan","AUC_IC50","spearman","0.0107236793769745","0.429","0.407","-0.0974528564457953,0.121304127388512","350"
"CTRP","GDSC","Serdemetan","AUC_EC50_adj","pearson","0.108648522722773","0.018","0.023","-0.0284148816322916,0.237831375792842","350"
"CTRP","GDSC","Serdemetan","AUC_EC50_adj","spearman","0.0464113409672149","0.199","0.204","-0.0521014373291989,0.155811421178005","350"
"CTRP","GDSC","Serdemetan","AUC_IC50_adj","pearson","0.117342165314801","0.011","0.02","-0.0180470905609605,0.244962411156138","350"
"CTRP","GDSC","Serdemetan","AUC_IC50_adj","spearman","0.03566093250907","0.26","0.257","-0.069267849829562,0.138656482052948","350"
"CTRP","GDSC","Temsirolimus","EC50","pearson",NA,NA,NA,"NA","203"
"CTRP","GDSC","Temsirolimus","EC50","spearman","0.0276691626443565","0.339","0.368","-0.109801170490904,0.166972738722182","203"
"CTRP","GDSC","Temsirolimus","IC50","pearson",NA,NA,NA,"NA","203"
"CTRP","GDSC","Temsirolimus","IC50","spearman","0.209661211083972","0.001","0.002","0.0700926279500526,0.353972938297649","203"
"CTRP","GDSC","Temsirolimus","AUC_EC50","pearson","0.100114608742691","0.069","0.095","-0.0510888381971177,0.242756838944944","203"
"CTRP","GDSC","Temsirolimus","AUC_EC50","spearman","0.0870173948719126","0.108","0.104","-0.0553656820935106,0.235334970715633","203"
"CTRP","GDSC","Temsirolimus","AUC_IC50","pearson","0.141759851740381","0.026","0.025","-0.00335258233068895,0.280401456688213","203"
"CTRP","GDSC","Temsirolimus","AUC_IC50","spearman","0.120797243445005","0.041","0.037","-0.0255516626494462,0.270549059371405","203"
"CTRP","GDSC","Temsirolimus","AUC_EC50_adj","pearson","0.198532946577172","0.004","0.004","0.0625405288012063,0.328660654607057","203"
"CTRP","GDSC","Temsirolimus","AUC_EC50_adj","spearman","0.130124628243274","0.022","0.027","-0.00738205011492033,0.270358609012401","203"
"CTRP","GDSC","Temsirolimus","AUC_IC50_adj","pearson","0.238151080451353","0.001","0.001","0.0966201580698803,0.368940339469825","203"
"CTRP","GDSC","Temsirolimus","AUC_IC50_adj","spearman","0.181550900191516","0.004","0.004","0.0330651255598944,0.312950369288368","203"
"CTRP","GDSC","Tipifarnib","EC50","pearson",NA,NA,NA,"NA","199"
"CTRP","GDSC","Tipifarnib","EC50","spearman","-0.0576965680592896","0.195","0.207","-0.200447951288703,0.0828196520983435","199"
"CTRP","GDSC","Tipifarnib","IC50","pearson",NA,NA,NA,"NA","199"
"CTRP","GDSC","Tipifarnib","IC50","spearman","-0.0433819561078742","0.264","0.297","-0.197227092020008,0.0978824923233215","199"
"CTRP","GDSC","Tipifarnib","AUC_EC50","pearson","-0.106936907623879","0.052","0.072","-0.236394955320921,0.0155193870298795","199"
"CTRP","GDSC","Tipifarnib","AUC_EC50","spearman","-0.0921059844677935","0.089","0.091","-0.223677697574533,0.0423545453705049","199"
"CTRP","GDSC","Tipifarnib","AUC_IC50","pearson","-0.104751870371971","0.075","0.069","-0.237741436114831,0.0244755884095213","199"
"CTRP","GDSC","Tipifarnib","AUC_IC50","spearman","-0.0962281102482107","0.099","0.081","-0.227372160807798,0.0417972162482036","199"
"CTRP","GDSC","Tipifarnib","AUC_EC50_adj","pearson","-0.111419279949026","0.067","0.06","-0.241045355554527,0.0291953868133562","199"
"CTRP","GDSC","Tipifarnib","AUC_EC50_adj","spearman","-0.0918257956448911","0.104","0.107","-0.222980141617091,0.0346539767363551","199"
"CTRP","GDSC","Tipifarnib","AUC_IC50_adj","pearson","-0.100784099336288","0.071","0.082","-0.236181759551413,0.0427766692104836","199"
"CTRP","GDSC","Tipifarnib","AUC_IC50_adj","spearman","-0.0885107354956601","0.101","0.123","-0.22061665816468,0.046187413996121","199"
"CTRP","GDSC","TW-37","EC50","pearson",NA,NA,NA,"NA","373"
"CTRP","GDSC","TW-37","EC50","spearman","0.0525118292270463","0.128","0.173","-0.0447230857437342,0.1506761923493","373"
"CTRP","GDSC","TW-37","IC50","pearson",NA,NA,NA,"NA","373"
"CTRP","GDSC","TW-37","IC50","spearman","0.131132851423808","0.005","0.005","0.030568640130277,0.228398710642385","373"
"CTRP","GDSC","TW-37","AUC_EC50","pearson","0.238263999326057","0.001","0.001","0.137862826318444,0.338367609107012","373"
"CTRP","GDSC","TW-37","AUC_EC50","spearman","0.306120018628476","0.001","0.001","0.21074588189263,0.395709553456603","373"
"CTRP","GDSC","TW-37","AUC_IC50","pearson","0.236869807291048","0.001","0.001","0.132255612408197,0.334015726958709","373"
"CTRP","GDSC","TW-37","AUC_IC50","spearman","0.293520823611732","0.001","0.001","0.196989890994594,0.381455084092568","373"
"CTRP","GDSC","TW-37","AUC_EC50_adj","pearson","0.311524514697362","0.001","0.001","0.209027757637295,0.402371815463351","373"
"CTRP","GDSC","TW-37","AUC_EC50_adj","spearman","0.338376464483571","0.001","0.001","0.241656409265399,0.433920109253388","373"
"CTRP","GDSC","TW-37","AUC_IC50_adj","pearson","0.306587218815675","0.001","0.001","0.217749475121458,0.391309354002842","373"
"CTRP","GDSC","TW-37","AUC_IC50_adj","spearman","0.304211677513102","0.001","0.001","0.206625913621109,0.397192296219221","373"
"CTRP","GDSC","Veliparib","EC50","pearson",NA,NA,NA,"NA","396"
"CTRP","GDSC","Veliparib","EC50","spearman","0.0212613779336709","0.277","0.313","-0.0538452774689773,0.159445915255728","396"
"CTRP","GDSC","Veliparib","IC50","pearson",NA,NA,NA,"NA","396"
"CTRP","GDSC","Veliparib","IC50","spearman","-0.0062248103811193","0.987","0.552184466019418","-0.0115862218979247,-0.00253164556962025","396"
"CTRP","GDSC","Veliparib","AUC_EC50","pearson","0.111303451518458","0.014","0.014","0.012364211301066,0.213295823924016","396"
"CTRP","GDSC","Veliparib","AUC_EC50","spearman","0.0712225078962955","0.084","0.091","-0.0313302545574471,0.168665083632772","396"
"CTRP","GDSC","Veliparib","AUC_IC50","pearson","0.103901722979699","0.029","0.023","-0.0177451816184453,0.246061089429276","396"
"CTRP","GDSC","Veliparib","AUC_IC50","spearman","0.036095427080025","0.24","0.229","-0.0746081215859423,0.144146216579943","396"
"CTRP","GDSC","Veliparib","AUC_EC50_adj","pearson","0.044926657231608","0.193","0.198","-0.0604239935632866,0.141891579503287","396"
"CTRP","GDSC","Veliparib","AUC_EC50_adj","spearman","0.00925401053133939","0.425","0.406","-0.0910365259218505,0.11109938521239","396"
"CTRP","GDSC","Veliparib","AUC_IC50_adj","pearson","0.0368310356558329","0.195","0.219","-0.0571730600449606,0.147642875945939","396"
"CTRP","GDSC","Veliparib","AUC_IC50_adj","spearman","0.0195248789858232","0.362","0.353","-0.08509299069424,0.124271394189233","396"
"CTRP","GDSC","Vorinostat","EC50","pearson",NA,NA,NA,"NA","378"
"CTRP","GDSC","Vorinostat","EC50","spearman","0.365180973659036","0.001","0.001","0.281999563632778,0.451123915775276","378"
"CTRP","GDSC","Vorinostat","IC50","pearson",NA,NA,NA,"NA","378"
"CTRP","GDSC","Vorinostat","IC50","spearman","0.513972493820055","0.001","0.001","0.426209794154227,0.589785993748051","378"
"CTRP","GDSC","Vorinostat","AUC_EC50","pearson","0.449006875376137","0.001","0.001","0.350404827411026,0.534079827025676","378"
"CTRP","GDSC","Vorinostat","AUC_EC50","spearman","0.544221162636229","0.001","0.001","0.463106709842863,0.615996720919545","378"
"CTRP","GDSC","Vorinostat","AUC_IC50","pearson","0.488918702212788","0.001","0.001","0.390661324879264,0.584525847976236","378"
"CTRP","GDSC","Vorinostat","AUC_IC50","spearman","0.580401058519519","0.001","0.001","0.498966495651101,0.649388378237337","378"
"CTRP","GDSC","Vorinostat","AUC_EC50_adj","pearson","0.488657626215027","0.001","0.001","0.410240771528135,0.563290918364356","378"
"CTRP","GDSC","Vorinostat","AUC_EC50_adj","spearman","0.512669984510581","0.001","0.001","0.437052443375859,0.5835405039581","378"
"CTRP","GDSC","Vorinostat","AUC_IC50_adj","pearson","0.532884740097078","0.001","0.001","0.453737192717917,0.605541477378551","378"
"CTRP","GDSC","Vorinostat","AUC_IC50_adj","spearman","0.54118126841264","0.001","0.001","0.458781742328859,0.618031282178375","378"
"CTRP","GDSC","Docetaxel","EC50","pearson",NA,NA,NA,"NA","178"
"CTRP","GDSC","Docetaxel","EC50","spearman","0.101652247831884","0.082","0.09","-0.0448212375497594,0.240137930625717","178"
"CTRP","GDSC","Docetaxel","IC50","pearson",NA,NA,NA,"NA","178"
"CTRP","GDSC","Docetaxel","IC50","spearman","0.12864923861905","0.042","0.054","-0.0201975037720811,0.271964538285889","178"
"CTRP","GDSC","Docetaxel","AUC_EC50","pearson","0.00299954674860508","0.491","0.491","-0.143921194276782,0.14389408717128","178"
"CTRP","GDSC","Docetaxel","AUC_EC50","spearman","0.0328588648717084","0.346","0.318","-0.119373514547451,0.175433653496617","178"
"CTRP","GDSC","Docetaxel","AUC_IC50","pearson","0.00307020486181961","0.477","0.476","-0.141178375061227,0.149991386327856","178"
"CTRP","GDSC","Docetaxel","AUC_IC50","spearman","0.0169427690814945","0.413","0.408","-0.12513948857612,0.161320853891224","178"
