lineage_name	cell_line_name	accession_id	synonym_names	CCLE_Name	gdsc_id	nci_taxonomy_id	doid	doid_heiarchy	Broad_ID	broad_id_alt	grouped_general_doid	group_general_lineage_name
774	leukemia	GDM-1	CVCL_1230	['GDM1']	GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	906870	C9154	DOID:1240	[DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000081		DOID:1240	leukemia
775	liposarcoma	SW872	CVCL_1730	['SW-872', 'SW872']	SW872_SOFT_TISSUE	909756	C3194	DOID:3382	[u'DOID:3382', u'DOID:3939', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002310		DOID:162	cancer
776	liver cancer	SNU-387	CVCL_0250	['SNU387', 'NCI-SNU-387']	SNU387_LIVER	909736	C3099	DOID:3571	[DOID:3571, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000478		DOID:3571	liver cancer
777	liver cancer	SNU-398	CVCL_0077	['SNU398', 'NCI-SNU-398']	SNU398_LIVER	1240217	C3099	DOID:3571	[DOID:3571, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000221		DOID:3571	liver cancer
778	liver cancer	Huh-7	CVCL_0336	['HuH-7', 'HUH-7', 'HuH7', 'Huh7', 'HUH7', 'JTC-39', 'JapaneseTissueCulture-39']	HUH7_LIVER	907071	C3099	DOID:3571	[DOID:3571, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000480		DOID:3571	liver cancer
779	liver cancer	HuH-1	CVCL_2956	['huH-1', 'HUH-1', 'huH1', 'HuH1', 'HUh1', 'HUH1']	HUH1_LIVER	1298146	C3099	DOID:3571	[DOID:3571, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000475		DOID:3571	liver cancer
780	liver cancer	JHH-2	CVCL_2786	['Jhh-2', 'JHH2']	JHH2_LIVER	1240157	C3099	DOID:3571	[DOID:3571, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000577		DOID:3571	liver cancer
781	liver cancer	SNU-182	CVCL_0090	['SNU182', 'NCI-SNU-182']	SNU182_LIVER	1240216	C3099	DOID:3571	[DOID:3571, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000483		DOID:3571	liver cancer
782	liver cancer	Hep 3B2.1-7	CVCL_0326	['Hep3B2_1-7', 'Hep3B2', 'HEP-3B2', 'HEP3B2', 'Hep-3B', 'HEP-3B', 'Hep3B', 'Hep3B', 'HEP3B']	HEP3B217_LIVER	1240147	C3099	DOID:3571	[DOID:3571, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000625		DOID:3571	liver cancer
783	liver cancer	HLE	CVCL_1281	['']	HLE_LIVER	907057	C3099	DOID:3571	[DOID:3571, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-001089		DOID:3571	liver cancer
784	liver cancer	HUH6CLONE5	CVCL_48951	['a']	HUH6CLONE5_LIVER	NA		DOID:3571	[u'DOID:3571', 'DOID:3119', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-002395		DOID:3571	liver cancer
785	liver cancer	SK-HEP-1	CVCL_0525	['SK-Hep-1', 'SK-Hep1', 'Sk-Hep1', 'SKHep1', 'SKHEP-1', 'SKHEP1', 'SKHep1', 'SK_HEP1']	SKHEP1_LIVER	909719	C3099	DOID:3571	[DOID:3571, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000361		DOID:3571	liver cancer
786	liver cancer	JHH-7	CVCL_2805	['Jhh-7', 'JHH7', 'FLC-7', 'FLC7', 'FunctionalLiverCell-7']	JHH7_LIVER	1240160	C3099	DOID:3571	[DOID:3571, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000848		DOID:3571	liver cancer
787	liver cancer	JHH-4	CVCL_2787	['Jhh-4', 'JHH4']	JHH4_LIVER	1240158	C3099	DOID:3571	[DOID:3571, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000476		DOID:3571	liver cancer
788	liver cancer	SNU-449	CVCL_0454	['SNU449', 'NCI-SNU-449']	SNU449_LIVER	909738	C3099	DOID:3571	[DOID:3571, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000420		DOID:3571	liver cancer
789	liver cancer	SNU-423	CVCL_0366	['SNU423', 'NCI-SNU-423']	SNU423_LIVER	909737	C3099	DOID:3571	[DOID:3571, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000493		DOID:3571	liver cancer
790	liver cancer	JHH-6	CVCL_2788	['Jhh-6', 'JHH6']	JHH6_LIVER	1240159	C3099	DOID:3571	[DOID:3571, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000217		DOID:3571	liver cancer
791	liver cancer	JHH-1	CVCL_2785	['Jhh-1', 'JHH1']	JHH1_LIVER	1298151	C3099	DOID:3571	[DOID:3571, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000620		DOID:3571	liver cancer
792	liver cancer	SNU-475	CVCL_0497	['SNU475', 'NCI-SNU-475']	SNU475_LIVER	909739	C3099	DOID:3571	[DOID:3571, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000422		DOID:3571	liver cancer
793	lung adenocarcinoma	DV-90	CVCL_1184	['DV90']	DV90_LUNG	NA	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000925		DOID:1324	lung cancer
794	lung adenocarcinoma	EKVX	CVCL_1195	['']	EKVX_LUNG	905970	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000706		DOID:1324	lung cancer
795	lung adenocarcinoma	DFCI024	CVCL_A762	['']		NA	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']			DOID:1324	lung cancer
796	lung adenocarcinoma	NCI-H2009	CVCL_1514	['H2009', 'H-2009']	NCIH2009_LUNG	724873	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000886		DOID:1324	lung cancer
797	lung adenocarcinoma	HCC44	CVCL_2060	['HCC-44', 'HCC0044']	HCC44_LUNG	1240145	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000667		DOID:1324	lung cancer
798	lung adenocarcinoma	HCC364	CVCL_5134	['HCC0364']	HCC364_LUNG	NA	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000575		DOID:1324	lung cancer
799	lung adenocarcinoma	HCC1171	CVCL_5126	['HCC-1171']	HCC1171_LUNG	NA	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000578		DOID:1324	lung cancer
800	lung adenocarcinoma	NCI-H2023	CVCL_1515	['H2023', 'H-2023']	NCIH2023_LUNG	1240187	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000781		DOID:1324	lung cancer
801	lung adenocarcinoma	NCI-H2030	CVCL_1517	['H2030', 'H-2030']	NCIH2030_LUNG	722045	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000521		DOID:1324	lung cancer
802	lung adenocarcinoma	NCI-H2073	CVCL_1521	['H2073', 'H-2073']	NCIH2073_LUNG	NA	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000590		DOID:1324	lung cancer
803	lung adenocarcinoma	NCI-H1355	CVCL_1464	['H1355', 'H-1355', 'NCIH1355']	NCIH1355_LUNG	724866	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000666		DOID:1324	lung cancer
804	lung adenocarcinoma	HCC4006	CVCL_1269	['HCC-4006']	HCC4006_LUNG	NA	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000066		DOID:1324	lung cancer
805	lung adenocarcinoma	ABC-1	CVCL_1066	['ABC1']	ABC1_LUNG	906791	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000528		DOID:1324	lung cancer
806	lung adenocarcinoma	HCC2935	CVCL_1265	['HCC-2935']	HCC2935_LUNG	NA	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000150		DOID:1324	lung cancer
807	lung adenocarcinoma	COR-L105	CVCL_1138	['CORL105', 'COR-L105']	CORL105_LUNG	906805	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000161		DOID:1324	lung cancer
808	lung adenocarcinoma	COLO 699	CVCL_1992	['COLO-699', 'Colo-699', 'Colo699', 'COLO699']	COLO699_LUNG	NA	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001041		DOID:1324	lung cancer
809	lung adenocarcinoma	HCC827 GR5	CVCL_V622	['HCC-827-GR5', 'HCC827GR5']	HCC827GR5_LUNG	NA	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000029		DOID:1324	lung cancer
810	lung adenocarcinoma	HLC-1	CVCL_5529	['HLC1']	HLC1_LUNG	NA	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001088		DOID:1324	lung cancer
811	lung adenocarcinoma	HOP-62	CVCL_1285	['HOP62', 'HOP62', 'Hop62']	HOP62_LUNG	905972	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000861		DOID:1324	lung cancer
812	lung adenocarcinoma	Hs 229.T	CVCL_0698	['']	HS229T_LUNG	NA	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000131		DOID:1324	lung cancer
813	lung adenocarcinoma	HCC1833	CVCL_5129	['HCC-1833']	HCC1833_LUNG	NA	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000712		DOID:1324	lung cancer
814	lung adenocarcinoma	HCC2108	CVCL_A352	['HCC-2108']	HCC2108_LUNG	NA	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000314		DOID:1324	lung cancer
815	lung adenocarcinoma	NCI-H2122	CVCL_1531	['H2122', 'H-2122', 'NCIH2122']	NCIH2122_LUNG	722046	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000311		DOID:1324	lung cancer
816	lung adenocarcinoma	NCI-H2228	CVCL_1543	['H2228', 'H-2228']	NCIH2228_LUNG	687816	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000447		DOID:1324	lung cancer
817	lung adenocarcinoma	NCI-H2291	CVCL_1546	['H2291', 'H-2291']	NCIH2291_LUNG	724874	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000718		DOID:1324	lung cancer
818	lung adenocarcinoma	NCI-H23	CVCL_1547	['NCI.H23', 'NCIH23', 'H23', 'H-23', 'NCIH23']	NCIH23_LUNG	905942	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000900		DOID:1324	lung cancer
819	lung adenocarcinoma	HCC78	CVCL_2061	['HCC-78', 'HCC0078']	HCC78_LUNG	1290908	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000562		DOID:1324	lung cancer
820	lung adenocarcinoma	HCC827	CVCL_2063	['HCC-827', 'HCC0827']	HCC827_LUNG	1240146	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000012		DOID:1324	lung cancer
821	lung adenocarcinoma	NCI-H2405	CVCL_1551	['H2405', 'H-2405', 'NCIH2405']	NCIH2405_LUNG	687821	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000121		DOID:1324	lung cancer
822	lung adenocarcinoma	NCI-H1563	CVCL_1475	['H1563', 'H-1563']	NCIH1563_LUNG	753600	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000892		DOID:1324	lung cancer
823	lung adenocarcinoma	NCI-H1568	CVCL_1476	['H1568', 'H-1568']	NCIH1568_LUNG	1298348	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000869		DOID:1324	lung cancer
824	lung adenocarcinoma	NCI-H1623	CVCL_1481	['H1623', 'H-1623']	NCIH1623_LUNG	687798	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000744		DOID:1324	lung cancer
825	lung adenocarcinoma	NCI-H1648	CVCL_1482	['H1648', 'H-1648']	NCIH1648_LUNG	687799	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000766		DOID:1324	lung cancer
826	lung adenocarcinoma	NCI-H2085	CVCL_1523	['H2085', 'H-2085']	NCIH2085_LUNG	687812	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000451		DOID:1324	lung cancer
827	lung adenocarcinoma	NCI-H2087	CVCL_1524	['H2087', 'H-2087']	NCIH2087_LUNG	724834	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000841		DOID:1324	lung cancer
828	lung adenocarcinoma	LXF 289	CVCL_1394	['LXF289', 'LXF-289', 'LXF289L']	LXF289_LUNG	753592	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000787		DOID:1324	lung cancer
829	lung adenocarcinoma	MOR/CPR	CVCL_2620	['MOR-CPR', 'MORCPR']	MORCPR_LUNG	NA	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000851		DOID:1324	lung cancer
830	lung adenocarcinoma	PC-3 [Human lung carcinoma]	CVCL_S982	['PC-3', 'PC3', 'JPC-3']	PC3JPC3_LUNG	1240202	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002184		DOID:1324	lung cancer
831	lung adenocarcinoma	RERF-LC-Ad1	CVCL_1651	['RERF-LC-AD1', 'RERFLCAD1', 'RadiationEffectsResearchFoundation-LungCancer-Adenocarcinoma1']	RERFLCAD1_LUNG	NA	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000791		DOID:1324	lung cancer
832	lung adenocarcinoma	NCI-H2342	CVCL_1549	['H2342', 'H-2342']	NCIH2342_LUNG	687819	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000951		DOID:1324	lung cancer
833	lung adenocarcinoma	NCI-H2347	CVCL_1550	['H2347', 'H-2347', 'NCIH2347']	NCIH2347_LUNG	687820	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000875		DOID:1324	lung cancer
834	lung adenocarcinoma	NCI-H1437	CVCL_1472	['H1437', 'H-1437', 'NCIH1437']	NCIH1437_LUNG	687794	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000589		DOID:1324	lung cancer
835	lung adenocarcinoma	NCI-H1993	CVCL_1512	['H1993', 'H-1993']	NCIH1993_LUNG	908476	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001137		DOID:1324	lung cancer
836	lung adenocarcinoma	NCI-H3122	CVCL_5160	['H3122', 'H-3122', 'NCIH3122']	NCIH3122_LUNG	1240190	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000337		DOID:1324	lung cancer
837	lung adenocarcinoma	VMRC-LCD	CVCL_1787	['VMRCLCD', 'LCD', 'VirginiaMasonResearchCenter-LungCancerD']	VMRCLCD_LUNG	713869	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001233		DOID:1324	lung cancer
838	lung adenocarcinoma	NCI-H1573	CVCL_1478	['H1573', 'H-1573']	NCIH1573_LUNG	908472	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000916		DOID:1324	lung cancer
839	lung adenocarcinoma	Hs 618.T	CVCL_0827	['']	HS618T_LUNG	NA	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000539		DOID:1324	lung cancer
840	lung adenocarcinoma	LC-2/ad	CVCL_1373	['LC-2-Ad', 'LC-2-ad', 'LC-2ad', 'LC2/Ad', 'LC2/AD']	LC2AD_LUNG	907786	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002157		DOID:1324	lung cancer
841	lung adenocarcinoma	NCI-H1734	CVCL_1491	['H1734', 'H-1734']	NCIH1734_LUNG	722058	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000675		DOID:1324	lung cancer
842	lung adenocarcinoma	201T	CVCL_X481	['']	201T_LUNG	1287381	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002089		DOID:1324	lung cancer
843	lung adenocarcinoma	A-427	CVCL_1055	['A427']	A427_LUNG	910851	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000757		DOID:1324	lung cancer
844	lung adenocarcinoma	A-549	CVCL_0023	['A549', 'A549', 'NCI-A549', 'A549/ATCC', 'A549ATCC', 'A549ATCC', 'hA549']	A549_LUNG	905949	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000681		DOID:1324	lung cancer
845	lung adenocarcinoma	NCI-H1838	CVCL_1499	['H1838', 'H-1838', 'NCIH1838']	NCIH1838_LUNG	687807	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000733		DOID:1324	lung cancer
846	lung adenocarcinoma	Calu-3	CVCL_0609	['CaLu-3', 'CALU-3', 'Calu3', 'Calu3', 'CALU3']	CALU3_LUNG	687777	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000392		DOID:1324	lung cancer
847	lung adenocarcinoma	Calu-6	CVCL_0236	['CaLu-6', 'CALU-6', 'Calu6', 'Calu6', 'CALU6']	CALU6_LUNG	724859	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000264		DOID:1324	lung cancer
848	lung adenocarcinoma	RERF-LC-MS	CVCL_1655	['RERF-LCMS', 'RERFLCMS', 'LC-MS', 'LCMS', 'RadiationEffectsResearchFoundation-LungCancer-MS']	RERFLCMS_LUNG	910931	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000062		DOID:1324	lung cancer
849	lung adenocarcinoma	SK-LU-1	CVCL_0629	['SK-Lu-1', 'SKLU1', 'SKLU-1', 'SKLU1']	SKLU1_LUNG	909721	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000309		DOID:1324	lung cancer
850	lung adenocarcinoma	RERF-LC-KJ	CVCL_1654	['RERFLCKJ', 'RadiationEffectsResearchFoundation-LungCancer-KJ']	RERFLCKJ_LUNG	1298537	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000482		DOID:1324	lung cancer
851	lung adenocarcinoma	NCI-H854	CVCL_A584	['H854', 'H-854']	NCIH854_LUNG	NA	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000710		DOID:1324	lung cancer
852	lung adenocarcinoma	NCI-H650	CVCL_1575	['H650', 'H-650']	NCIH650_LUNG	722066	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000945		DOID:1324	lung cancer
853	lung adenocarcinoma	NCI-H522	CVCL_1567	['NCI.H522', 'H522', 'H-522', 'NCI-522', 'NCI522', 'NCIH522']	NCIH522_LUNG	905944	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000343		DOID:1324	lung cancer
854	lung adenocarcinoma	NCI-H838	CVCL_1594	['H838', 'H-838', 'NCIH838']	NCIH838_LUNG	910399	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000416		DOID:1324	lung cancer
855	lung adenocarcinoma	NCI-H1373	CVCL_1465	['H1373', 'H-1373']	NCIH1373_LUNG	NA	C3512	DOID:3910	[u'DOID:3910', u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000845		DOID:1324	lung cancer
