lineage_name	cell_line_name	accession_id	synonym_names	CCLE_Name	gdsc_id	nci_taxonomy_id	doid	doid_heiarchy	Broad_ID	broad_id_alt	grouped_general_doid	group_general_lineage_name
354	colon carcinoma	HT115	CVCL_2520	['HT-115', 'HT115']	HT115_LARGE_INTESTINE	907289	C4910	DOID:1520	[u'DOID:1520', u'DOID:219', u'DOID:5672', u'DOID:10155', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000986		DOID:9256	colorectal cancer
355	colorectal carcinoma	NCIH630	CVCL_74606	[‘’]	NCIH630_LARGE_INTESTINE	908482		DOID:0080199	[u'DOID:0080199', 'DOID:9256', 'DOID:5672', 'DOID:10155', 'DOID:3119', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-002287		DOID:9256	colorectal cancer
356	colorectal carcinoma	Hs 255.T	CVCL_0707	['Hs-255-T', 'Hs255T']	HS255T_LARGE_INTESTINE	NA	C2955	DOID:0080199	[u'DOID:0080199', u'DOID:9256', u'DOID:5672', u'DOID:10155', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000199		DOID:9256	colorectal cancer
357	colorectal carcinoma	Hs 698.T	CVCL_0855	['']	HS698T_LARGE_INTESTINE	NA	C2955	DOID:0080199	[u'DOID:0080199', u'DOID:9256', u'DOID:5672', u'DOID:10155', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000850		DOID:9256	colorectal cancer
358	colorectal carcinoma	DiFi	CVCL_6895	['DIFI']	DIFI_LARGE_INTESTINE	1789883	C2955	DOID:0080199	[u'DOID:0080199', u'DOID:9256', u'DOID:5672', u'DOID:10155', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002233		DOID:9256	colorectal cancer
359	colorectal carcinoma	Hs 675.T	CVCL_0836	['Hs675T', '675T']	HS675T_LARGE_INTESTINE	NA	C2955	DOID:0080199	[u'DOID:0080199', u'DOID:9256', u'DOID:5672', u'DOID:10155', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000214		DOID:9256	colorectal cancer
360	diffuse large b-cell lymphoma	Karpas-231	CVCL_1822	['KARPAS-231', 'Karpas231', 'KARPAS231', 'KARPAS231', 'K231']	KARPAS231_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1327774	C8851	DOID:0050745	[DOID:0050745, DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002255		DOID:0060058	lymphoma
361	diffuse large b-cell lymphoma	OCI-Ly10	CVCL_8795	['OCI-LY10', 'OCI-LY-10', 'OCI-Ly10', 'OCILY-10', 'OCILy10', 'OCILY10', 'Ly10', 'LY10']	OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	C8851	DOID:0050745	[DOID:0050745, DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-001146		DOID:0060058	lymphoma
362	diffuse large b-cell lymphoma	ROS-50	CVCL_1887	['Ros-50', 'ROS.50', 'ROS50', 'Ros50', 'ROS50', 'Ros50', 'RotterdamSuspensioncelllineno.50']	ROS50_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1331025	C8851	DOID:0050745	[DOID:0050745, DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-001639		DOID:0060058	lymphoma
363	diffuse large b-cell lymphoma	OCI-Ly7	CVCL_1881	['OCI-LY7', 'OCI-LY-7', 'OCI-Ly-7', 'Oci-Ly-7', 'OCI-Ly7', 'OCI-Ly07', 'OCILY7', 'Ly7', 'LY7']	OCILY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1659819	C8851	DOID:0050745	[DOID:0050745, DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-001617		DOID:0060058	lymphoma
364	diffuse large b-cell lymphoma	NU-DHL-1	CVCL_1876	['NUDHL1', 'NuDHL1']	NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	C8851	DOID:0050745	[DOID:0050745, DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000388		DOID:0060058	lymphoma
365	diffuse large b-cell lymphoma	VAL	CVCL_1819	['']	VAL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1331048	C8851	DOID:0050745	[DOID:0050745, DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-001703		DOID:0060058	lymphoma
366	diffuse large b-cell lymphoma	Toledo	CVCL_3611	['TOLEDO']	TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	C8851	DOID:0050745	[DOID:0050745, DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000285		DOID:0060058	lymphoma
367	diffuse large b-cell lymphoma	CTB-1	CVCL_1149	['CTB1']	CTB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	949088	C8851	DOID:0050745	[DOID:0050745, DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002221		DOID:0060058	lymphoma
368	diffuse large b-cell lymphoma	OCI-Ly3	CVCL_8800	['OCI-LY3', 'OCI-LY-3', 'Oci-Ly-3', 'OCI-Ly3', 'OCILY-3', 'OCI-Ly03', 'OCILy3', 'OCILY3', 'Ly3', 'LY3']	OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	C8851	DOID:0050745	[DOID:0050745, DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000158		DOID:0060058	lymphoma
369	diffuse large b-cell lymphoma activated b-cell type	RC-K8	CVCL_1883	['RCK-8', 'RCK8', 'Rck8']	RCK8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1330995	C36081	DOID:0050745	[DOID:0050745, DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-001638		DOID:0060058	lymphoma
370	diffuse large b-cell lymphoma activated b-cell type	Ri-1	CVCL_1885	['RI-1', 'RI1', 'RIVA', 'Riva']	RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	C36081	DOID:0050745	[DOID:0050745, DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000398		DOID:0060058	lymphoma
371	diffuse large b-cell lymphoma germinal center b-cell type	Pfeiffer	CVCL_3326	['PFEIFFER']	PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	C36080	DOID:0050745	[DOID:0050745, DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000140		DOID:0060058	lymphoma
372	diffuse large b-cell lymphoma germinal center b-cell type	Farage	CVCL_3302	['FARAGE', 'FarageOL', 'FarageOriginalLine']	FARAGE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1297449	C36080	DOID:0050745	[DOID:0050745, DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-001498		DOID:0060058	lymphoma
373	duodenum adenocarcinoma	HuTu 80	CVCL_1301	['HUTU80', 'Hutu80', 'HuTu-80', 'HUTU-80', 'Hutu-80', 'HUTU80', 'HuTu80', 'Hutu80']	HUTU80_SMALL_INTESTINE	907073	C7889	DOID:10816	[u'DOID:10816', u'DOID:10021', u'DOID:10154', u'DOID:10155', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000538		DOID:162	cancer
374	duodenum adenocarcinoma	AZ-521	CVCL_2862	['AZ521', 'AZ521']	AZ521_STOMACH	NA	C7889	DOID:10816	[u'DOID:10816', u'DOID:10021', u'DOID:10154', u'DOID:10155', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001015		DOID:162	cancer
375	embryonal carcinoma	NT2-D1	CVCL_3407	['NT2/D1', 'NT2D1', 'Nt2D1', 'NTERA-2cloneD1', 'NTERA2-cloneD1', 'NTERA-2cl.D1', 'NTera2cl.D1', 'NTERA-2cl.D1', 'NTera2/cl.D1', 'NTERA-2/D1', 'NTera2/D1', 'NTERA2-D1', 'NTera-2D1', 'Ntera2/D1', 'NTERA2/D1', 'NTERA2D1', 'NTera2D1']	NTERA2CLD1_TESTIS	908454	C3752	DOID:3308	[u'DOID:3308', u'DOID:688', u'DOID:2994', u'DOID:0050687', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002291		DOID:162	cancer
376	embryonal rhabdomyosarcoma	Hs 729.T	CVCL_0871	['Hs729', 'HS-729', 'Hs729', 'Hs-729-T', 'Hs729T', 'Hs729T', 'HS729T']	HS729_SOFT_TISSUE	NA	C8971	DOID:3246	[u'DOID:3246', u'DOID:3247', u'DOID:4043', u'DOID:4045', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000133		DOID:3247	rhabdomyosarcoma
377	embryonal rhabdomyosarcoma	RD	CVCL_1649	['RD', 'RD-2', 'RD2', '130T', '130-T', '130T', 'TE-32', 'TE32', 'TE32', 'TE32.T', 'Te32.T']	RD_SOFT_TISSUE	909264	C8971	DOID:3246	[u'DOID:3246', u'DOID:3247', u'DOID:4043', u'DOID:4045', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000169		DOID:3247	rhabdomyosarcoma
378	embryonal rhabdomyosarcoma	A-204	CVCL_1058	['A204']	A204_SOFT_TISSUE	910784	C8971	DOID:3246	[u'DOID:3246', u'DOID:3247', u'DOID:4043', u'DOID:4045', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000201		DOID:3247	rhabdomyosarcoma
379	embryonal testis carcinoma	NCC-IT	CVCL_1451	['NCCIT']	NCCIT_TESTES	908441	C6341	DOID:5680	[u'DOID:5680', u'DOID:3308', u'DOID:688', u'DOID:2994', u'DOID:0050687', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001578		DOID:162	cancer
380	embryonal testis carcinoma	NEC8	CVCL_1604	['NEC-8']	NEC8_TESTIS	910942	C6341	DOID:5680	[u'DOID:5680', u'DOID:3308', u'DOID:688', u'DOID:2994', u'DOID:0050687', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002288		DOID:162	cancer
381	endometrial adenocarcinoma	HEC-59	CVCL_2930	['HEC59', 'Hec59']	HEC59_ENDOMETRIUM	NA	C7359	DOID:2870	[u'DOID:2870', u'DOID:2871', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000994		DOID:363	uterine cancer
382	endometrial adenocarcinoma	HEC-50B	CVCL_2929	['HEC50B', 'HEC-50cloneB', 'HEC-50', 'HEC50', 'Hec50']	HEC50B_ENDOMETRIUM	NA	C7359	DOID:2870	[u'DOID:2870', u'DOID:2871', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000831		DOID:363	uterine cancer
383	endometrial adenocarcinoma	HEC-1	CVCL_1274	['HEC1', 'HumanEndometrialCancer-1', 'HEC-B-296']	HEC1_ENDOMETRIUM	907051	C7359	DOID:2870	[u'DOID:2870', u'DOID:2871', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001517		DOID:363	uterine cancer
384	endometrial adenocarcinoma	HEC-265	CVCL_2928	['HEC265']	HEC265_ENDOMETRIUM	NA	C7359	DOID:2870	[u'DOID:2870', u'DOID:2871', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000946		DOID:363	uterine cancer
385	endometrial adenocarcinoma	AN3-CA	CVCL_0028	['AN3CA', 'AN3Ca', 'AN3CA', 'AN-3', 'AN3']	AN3CA_ENDOMETRIUM	910781	C7359	DOID:2870	[u'DOID:2870', u'DOID:2871', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000940		DOID:363	uterine cancer
386	endometrial adenocarcinoma	MFE-296	CVCL_1406	['MFE296', 'MFE296']	MFE296_ENDOMETRIUM	908130	C7359	DOID:2870	[u'DOID:2870', u'DOID:2871', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000879		DOID:363	uterine cancer
387	endometrial adenocarcinoma	SNG-M	CVCL_1707	['SNGM']	SNGM_ENDOMETRIUM	909735	C7359	DOID:2870	[u'DOID:2870', u'DOID:2871', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000974		DOID:363	uterine cancer
388	endometrial adenocarcinoma	HEC-151	CVCL_2925	['HEC151']	HEC151_ENDOMETRIUM	NA	C7359	DOID:2870	[u'DOID:2870', u'DOID:2871', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000972		DOID:363	uterine cancer
389	endometrial adenocarcinoma	HEC-108	CVCL_2923	['HEC108']	HEC108_ENDOMETRIUM	NA	C7359	DOID:2870	[u'DOID:2870', u'DOID:2871', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000990		DOID:363	uterine cancer
390	endometrial adenocarcinoma	HEC-1-B	CVCL_0294	['Hec-1-B', 'HEC-1B', 'HEC1-B', 'HEC1B', 'Hec1B']	HEC1B_ENDOMETRIUM	NA	C7359	DOID:2870	[u'DOID:2870', u'DOID:2871', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000941		DOID:363	uterine cancer
391	endometrial adenocarcinoma	JHUEM-7	CVCL_4658	['JHUEM7']	JHUEM7_ENDOMETRIUM	NA	C7359	DOID:2870	[u'DOID:2870', u'DOID:2871', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000993		DOID:363	uterine cancer
392	endometrial adenocarcinoma	JHUEM-2	CVCL_4656	['JHUEM2']	JHUEM2_ENDOMETRIUM	NA	C7359	DOID:2870	[u'DOID:2870', u'DOID:2871', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000909		DOID:363	uterine cancer
393	endometrial adenocarcinoma	Ishikawa (Heraklio) 02 ER-	CVCL_6543	['Ishikawa(Heraklio)02ER-', 'ER-02ISH']	ISHIKAWAHERAKLIO02ER_ENDOMETRIUM	NA	C7359	DOID:2870	[u'DOID:2870', u'DOID:2871', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000961		DOID:363	uterine cancer
394	endometrial adenocarcinoma	KLE	CVCL_1329	['']	KLE_ENDOMETRIUM	924187	C7359	DOID:2870	[u'DOID:2870', u'DOID:2871', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000293		DOID:363	uterine cancer
395	endometrial adenocarcinoma	JHUEM-1	CVCL_4655	['JHUEM1']	JHUEM1_ENDOMETRIUM	NA	C7359	DOID:2870	[u'DOID:2870', u'DOID:2871', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000928		DOID:363	uterine cancer
396	endometrial adenocarcinoma	COLO 684	CVCL_1132	['COLO-684', 'COLO684', 'Colo684']	COLO684_ENDOMETRIUM	910691	C7359	DOID:2870	[u'DOID:2870', u'DOID:2871', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000864		DOID:363	uterine cancer
397	endometrial adenocarcinoma	HEC-6	CVCL_2931	['HEC6']	HEC6_ENDOMETRIUM	NA	C6290	DOID:2870	[u'DOID:2870', u'DOID:2871', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000984		DOID:363	uterine cancer
398	endometrial adenocarcinoma	JHUEM-3	CVCL_4657	['JHUEM3']	JHUEM3_ENDOMETRIUM	NA	C7359	DOID:2870	[u'DOID:2870', u'DOID:2871', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000173		DOID:363	uterine cancer
399	endometrial adenocarcinoma	MFE-280	CVCL_1405	['MFE280', 'MFE280']	MFE280_ENDOMETRIUM	908129	C7359	DOID:2870	[u'DOID:2870', u'DOID:2871', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000192		DOID:363	uterine cancer
400	endometrial adenocarcinoma	HEC-1-A	CVCL_0293	['Hec-1-A', 'HEC-1A', 'HEC1-A', 'HEC1A', 'Hec1A']	HEC1A_ENDOMETRIUM	NA	C7359	DOID:2870	[u'DOID:2870', u'DOID:2871', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000954		DOID:363	uterine cancer
401	endometrial cancer	MFE-319	CVCL_2112	['MFE319']	MFE319_ENDOMETRIUM	1240174	C114656	DOID:1380	[DOID:1380, DOID:363, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000988		DOID:363	uterine cancer
402	endometrial cancer	RL95-2	CVCL_0505	['RL-95-2', 'RL952', 'RL95']	RL952_ENDOMETRIUM	930082	C114656	DOID:1380	[DOID:1380, DOID:363, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000965		DOID:363	uterine cancer
403	endometrial carcinoma	TEN	CVCL_E063	['']	TEN_ENDOMETRIUM	NA	C7558	DOID:2871	[u'DOID:2871', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000397		DOID:363	uterine cancer
404	endometrial carcinoma	HEC-251	CVCL_2927	['HEC251']	HEC251_ENDOMETRIUM	NA	C7558	DOID:2871	[u'DOID:2871', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000996		DOID:363	uterine cancer
405	endometrial carcinoma	EFE-184	CVCL_1191	['EFE184']	EFE184_ENDOMETRIUM	NA	C7558	DOID:2871	[u'DOID:2871', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000435		DOID:363	uterine cancer
406	endometrial carcinoma	EN	CVCL_2034	['']	EN_ENDOMETRIUM	1240127	C7558	DOID:2871	[u'DOID:2871', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000978		DOID:363	uterine cancer
407	endometrial stromal sarcoma	ESS-1	CVCL_1205	['ESS1', 'EndometrialStromalSarcoma-1']	ESS1_ENDOMETRIUM	907000	C8973	DOID:4226	[u'DOID:4226', u'DOID:5166', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000913		DOID:363	uterine cancer
408	endometrioid ovary carcinoma	A2780	CVCL_0134	['A-2780', '2780', 'A2780S']	A2780_OVARY	906804	C7979	DOID:5828	[u'DOID:5828', u'DOID:3713', u'DOID:4001', u'DOID:2151', u'DOID:2152', u'DOID:2394', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000657		DOID:2394	ovarian cancer
409	endometrioid ovary carcinoma	OVK18	CVCL_3770	['OVK-18', 'OVK#18']	OVK18_OVARY	1480371	C7979	DOID:5828	[u'DOID:5828', u'DOID:3713', u'DOID:4001', u'DOID:2151', u'DOID:2152', u'DOID:2394', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000947		DOID:2394	ovarian cancer
410	endometrioid ovary carcinoma	TOV-112D	CVCL_3612	['TOV-112d', 'TOV112D', 'TOV-112', 'TOV112']	TOV112D_OVARY	1299070	C7979	DOID:5828	[u'DOID:5828', u'DOID:3713', u'DOID:4001', u'DOID:2151', u'DOID:2152', u'DOID:2394', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000048		DOID:2394	ovarian cancer
411	endometrioid ovary carcinoma	IGROV-1	CVCL_1304	['Igrov-1', 'IGROV1', 'IGR-OV1', 'IGROV1', 'Igrov1', 'IGR.OV1', 'IGROV', 'OV1/P', 'OV1/p', 'OV1-P']	IGROV1_OVARY	905968	C7979	DOID:5828	[u'DOID:5828', u'DOID:3713', u'DOID:4001', u'DOID:2151', u'DOID:2152', u'DOID:2394', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000966		DOID:2394	ovarian cancer
412	epithelioid sarcoma	VA-ES-BJ	CVCL_1785	['VAESBJ']	VAESBJ_SOFT_TISSUE	688121	C3714	DOID:6193	[u'DOID:6193', u'DOID:3350', u'DOID:0050687', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001702		DOID:162	cancer
413	epstein-barr virus-related burkitt lymphoma	EB3 [Human Burkitt lymphoma]	CVCL_1185	['EB-3', 'Epstein-Barr-3', 'GM04679']	EB3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	906847	C27694	DOID:8584	[DOID:8584, DOID:706, DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002236		DOID:0060058	lymphoma
414	epstein-barr virus-related burkitt lymphoma	EB1	CVCL_2027	['EB-1', 'Epstein-Barr-1']	EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	C27694	DOID:8584	[DOID:8584, DOID:706, DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000877		DOID:0060058	lymphoma
415	epstein-barr virus-related burkitt lymphoma	Jiyoye	CVCL_1317	['JIYOYE', 'Jijoye', 'JIJOYE', 'P-2003', 'P3(Jiyoye)', 'P3-Jiyoye', 'P-3J', 'P3J', 'Jiyoye(P-2003)', 'Jiyoye(P-2003)', 'JiyoyeP-2003', 'OB2', 'GM04678']	JIYOYEP2003_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	907268	C27694	DOID:8584	[DOID:8584, DOID:706, DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002252		DOID:0060058	lymphoma
416	epstein-barr virus-related burkitt lymphoma	P3HR-1	CVCL_2676	['P3HR1', 'P3HR1', 'P3HRI', 'P3HR1-BL', 'P3JHR-1', 'P3J-HR-1', 'P3JHR-1', 'P3JHR1', 'P3JHR1-K', 'P3J.HR1K', 'HR-1', 'HR1K']	P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	C27694	DOID:8584	[DOID:8584, DOID:706, DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000707		DOID:0060058	lymphoma
417	erythroleukemia	TF-1	CVCL_0559	['TF1', 'MFD-1']	TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	C7152	DOID:707	[DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000387		DOID:0060058	lymphoma
418	erythroleukemia	KMOE-2	CVCL_1332	['Kmoe2']	KMOE2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	907280	C7152	DOID:707	[DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002258		DOID:0060058	lymphoma
419	erythroleukemia	HEL 92.1.7	CVCL_2481	['HEL92.1.7', 'HEL-92.1.7', 'HEL-92-1-7', 'HEL-92_1_7', 'HEL-92', 'HEL9217']	HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	C7152	DOID:707	[DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000005		DOID:0060058	lymphoma
420	esophagus adenocarcinoma	KYAE-1	CVCL_1825	['KYAE']	KYAE1_OESOPHAGUS	1503368	C4025	DOID:4914	[u'DOID:4914', 'DOID:1107', 'DOID:5041', 'DOID:3119', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001544		NA	NA
421	esophagus adenocarcinoma	OE19	CVCL_1622	['OE-19', 'JROECL19', 'JROECL19', 'OEC19']	OE19_OESOPHAGUS	910079	C4025	DOID:4914	[u'DOID:4914', 'DOID:1107', 'DOID:5041', 'DOID:3119', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000679		NA	NA
422	esophagus adenocarcinoma	ESO-26	CVCL_2035	['ESO26']	ESO26_OESOPHAGUS	1503366	C4025	DOID:4914	[u'DOID:4914', 'DOID:1107', 'DOID:5041', 'DOID:3119', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001496		NA	NA
423	esophagus adenocarcinoma	ESO-51	CVCL_2036	['ESO51']	ESO51_OESOPHAGUS	1503367	C4025	DOID:4914	[u'DOID:4914', 'DOID:1107', 'DOID:5041', 'DOID:3119', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001497		NA	NA
424	esophagus adenocarcinoma	FLO-1	CVCL_2045	['Flo-1', 'FLO']	FLO1_OESOPHAGUS	1503361	C4025	DOID:4914	[u'DOID:4914', 'DOID:1107', 'DOID:5041', 'DOID:3119', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001500		NA	NA
