	CID	CVCL_1045	CVCL_1046	CVCL_1798	CVCL_6357	CVCL_0126	CVCL_1048	CVCL_1049	CVCL_0079	CVCL_1050	CVCL_1051	CVCL_1053	CVCL_1054	CVCL_1052	CVCL_1057	CVCL_0131	CVCL_1058	CVCL_1059	CVCL_0134	CVCL_0132	CVCL_1063	CVCL_1062	CVCL_1055	CVCL_0037	CVCL_1056	CVCL_1064	CVCL_0023	CVCL_0080	CVCL_1065	CVCL_1066	CVCL_1067	CVCL_0139	CVCL_1805	CVCL_1070	CVCL_1806	CVCL_0028	CVCL_2856	CVCL_0152	CVCL_1074	CVCL_0153	CVCL_1093	CVCL_1082	CVCL_1083	CVCL_1084	CVCL_1085	CVCL_1086	CVCL_2307	CVCL_2310	CVCL_2312	CVCL_2315	CVCL_1087	BPH1_PROSTATE	CVCL_0178	CVCL_0179	CVCL_2319	CVCL_1092	CVCL_0181	CVCL_0186	CVCL_1096	CVCL_1097	CVCL_1094	CVCL_1098	CVCL_2253	CVCL_1101	CVCL_1103	CVCL_0234	CVCL_1104	CVCL_1105	CVCL_1106	CVCL_1107	CVCL_1808	CVCL_1108	CVCL_1110	CVCL_1111	CVCL_1112	CVCL_1113	CVCL_1809	CVCL_1114	CVCL_0609	CVCL_0236	CVCL_1115	CVCL_0201	CVCL_0202	CVCL_0237	CVCL_0026	CVCL_1117	CVCL_1100	CVCL_1118	CVCL_2873	CVCL_0207	CVCL_1119	CVCL_1120	CVCL_1121	CVCL_1122	CVCL_1123	CVCL_1124	CVCL_1125	CVCL_1978	CVCL_1980	CVCL_1982	CVCL_0216	CVCL_1126	CVCL_0218	CVCL_1128	CVCL_1129	CVCL_1130	CVCL_1131	CVCL_1132	CVCL_1997	CVCL_1134	CVCL_1135	CVCL_1137	CVCL_1138	CVCL_1139	CVCL_1140	CVCL_2412	CVCL_2414	CVCL_2414	CVCL_1141	CVCL_2418	CVCL_1146	CVCL_1151	CVCL_1155	CVCL_0243	CVCL_1167	CVCL_0008	CVCL_1168	CVCL_1169	CVCL_1170	CVCL_1171	CVCL_1173	CVCL_1174	CVCL_1176	CVCL_1177	CVCL_1178	CVCL_2022	CVCL_1179	CVCL_1181	CVCL_6774	CVCL_0105	CVCL_1183	CVCL_1186	CVCL_2891	CVCL_1188	CVCL_1189	CVCL_1187	CVCL_0253	CVCL_1812	CVCL_0029	CVCL_1192	CVCL_1193	EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CVCL_2030	CVCL_1195	CVCL_1196	CVCL_2034	CVCL_0258	CVCL_1197	CVCL_3509	CVCL_2035	CVCL_2036	CVCL_1205	CVCL_1207	CVCL_1218	CVCL_3302	CVCL_2045	CVCL_1219	CVCL_2908	CVCL_2047	CVCL_2909	CVCL_1220	CVCL_0270	CVCL_1221	CVCL_1222	CVCL_1226	CVCL_1227	CVCL_1228	CVCL_1229	CVCL_1230	CVCL_1231	CVCL_1232	CVCL_1233	CVCL_1234	CVCL_1235	CVCL_1818	CVCL_1239	CVCL_2914	CVCL_1245	CVCL_1247	CVCL_1249	CVCL_1251	CVCL_1252	CVCL_2057	CVCL_1254	CVCL_1255	CVCL_1256	CVCL_1258	CVCL_0290	CVCL_1259	CVCL_2062	CVCL_1261	CVCL_1263	CVCL_1266	CVCL_2058	CVCL_2059	CVCL_1267	CVCL_2060	CVCL_2917	CVCL_1270	CVCL_2061	CVCL_2063	CVCL_0291	CVCL_0292	CVCL_0009	CVCL_1273	CVCL_2067	CVCL_1274	CVCL_0001	CVCL_0030	HEMCSS_SOFT_TISSUE	CVCL_0326	CVCL_1279	CVCL_1280	CVCL_0002	CVCL_1281	CVCL_1283	CVCL_1285	CVCL_1286	CVCL_0312	CVCL_3517	CVCL_0313	CVCL_0332	CVCL_0844	CVCL_0333	CVCL_0334	CVCL_1036	CVCL_1038	CVCL_1287	CVCL_1288	CVCL_1289	CVCL_1290	CVCL_0317	CVCL_2520	CVCL_1291	CVCL_1292	CVCL_0318	CVCL_0320	CVCL_1293	CVCL_1294	CVCL_1295	CVCL_0324	CVCL_2956	CVCL_0336	CVCL_1298	CVCL_1299	CVCL_1300	CVCL_1301	CVCL_1302	CVCL_1303	CVCL_2075	CVCL_1304	CVCL_2960	CVCL_2961	CVCL_1307	CVCL_1311	CVCL_0359	CVCL_0360	CVCL_0363	CVCL_1865	CVCL_2785	CVCL_2786	CVCL_2787	CVCL_2788	CVCL_2805	CVCL_4647	CVCL_4649	CVCL_2077	CVCL_2078	CVCL_3532	CVCL_0065	CVCL_2086	CVCL_1319	CVCL_1320	CVCL_0004	CVCL_1323	CVCL_1324	CVCL_1325	CVCL_1823	CVCL_0589	CVCL_0371	CVCL_2091	CVCL_1327	CVCL_2092	CVCL_0374	CVCL_1329	CVCL_1331	CVCL_1330	CVCL_2983	CVCL_2986	CVCL_2989	CVCL_1334	CVCL_0378	CVCL_1335	CVCL_3001	CVCL_1866	CVCL_3002	CVCL_3004	CVCL_3005	CVCL_1338	CVCL_1339	CVCL_1341	CVCL_1343	CVCL_1344	CVCL_0379	CVCL_1345	CVCL_1825	CVCL_3007	CVCL_1347	CVCL_1348	CVCL_1349	CVCL_1350	CVCL_1352	CVCL_1353	CVCL_1354	CVCL_1355	CVCL_1356	CVCL_2096	CVCL_1357	CVCL_1361	CVCL_1362	CVCL_0388	CVCL_1363	CVCL_1375	CVCL_1376	CVCL_1377	CVCL_0392	CVCL_0393	CVCL_1379	CVCL_1380	CVCL_2104	CVCL_0399	CVCL_1381	CVCL_0012	CVCL_1382	CVCL_1383	CVCL_0397	CVCL_1385	CVCL_1386	CVCL_1389	CVCL_1392	CVCL_1394	CVCL_0400	CVCL_1399	CVCL_0031	CVCL_0618	CVCL_1400	CVCL_0062	CVCL_0619	CVCL_0620	CVCL_0621	CVCL_0623	CVCL_0418	CVCL_0419	CVCL_2588	CVCL_2110	CVCL_1401	CVCL_0425	CVCL_1402	CVCL_1403	CVCL_1404	CVCL_0445	CVCL_1405	CVCL_1406	CVCL_2112	CVCL_0426	CVCL_1409	CVCL_1411	CVCL_1412	CVCL_0428	CVCL_1415	CVCL_0434	CVCL_1417	CVCL_H525	CVCL_8792	CVCL_2613	CVCL_2614	CVCL_2119	CVCL_2120	CVCL_2124	CVCL_1422	CVCL_1424	CVCL_0013	CVCL_1426	CVCL_1427	CVCL_1233	CVCL_4996	CVCL_1430	CVCL_0064	CVCL_0092	CVCL_0067	CVCL_1440	CVCL_0005	CVCL_1453	CVCL_1454	CVCL_1455	CVCL_1456	CVCL_0060	CVCL_1463	CVCL_1464	CVCL_1467	CVCL_1469	CVCL_1470	CVCL_1471	CVCL_1472	CVCL_1473	CVCL_1475	CVCL_1476	CVCL_1478	CVCL_1479	CVCL_1481	CVCL_1482	CVCL_1483	CVCL_1484	CVCL_1485	CVCL_1488	CVCL_1489	CVCL_1490	CVCL_1491	CVCL_1492	CVCL_1493	CVCL_1494	CVCL_1495	CVCL_1496	CVCL_1498	CVCL_1499	CVCL_1500	CVCL_1501	CVCL_1503	CVCL_1505	CVCL_1508	CVCL_1509	CVCL_1510	CVCL_1511	CVCL_1512	CVCL_1514	CVCL_1515	CVCL_1516	CVCL_1517	CVCL_1518	CVCL_1520	CVCL_1522	CVCL_1523	CVCL_1524	CVCL_1525	CVCL_1529	CVCL_1530	CVCL_1531	CVCL_1533	CVCL_1534	CVCL_1535	CVCL_1536	CVCL_1537	CVCL_1539	CVCL_1542	CVCL_1543	CVCL_1544	CVCL_1546	CVCL_1547	CVCL_1549	CVCL_1550	CVCL_1551	CVCL_1552	CVCL_1553	CVCL_1555	CVCL_0455	CVCL_5160	CVCL_1558	CVCL_1559	CVCL_1561	CVCL_1562	CVCL_0459	CVCL_1564	CVCL_1565	CVCL_1566	CVCL_1567	CVCL_1568	CVCL_1569	CVCL_1571	CVCL_1574	CVCL_1574	CVCL_1575	CVCL_1577	CVCL_1579	CVCL_1581	CVCL_1584	CVCL_1587	CVCL_1590	CVCL_1591	CVCL_1594	CVCL_1595	NCIH847_LUNG	CVCL_1600	CVCL_1603	CVCL_1605	CVCL_0465	CVCL_1608	CVCL_3075	CVCL_3076	CVCL_1609	CVCL_1877	CVCL_1612	CVCL_3082	CVCL_1842	CVCL_1614	CVCL_1615	CVCL_1616	CVCL_1619	CVCL_1844	CVCL_1620	CVCL_1878	CVCL_1881	CVCL_2149	CVCL_3084	CVCL_1622	CVCL_2661	CVCL_0471	CVCL_1624	CVCL_1625	CVCL_3086	CVCL_3087	CVCL_1626	CVCL_2672	CVCL_2673	CVCL_2675	CVCL_3768	CVCL_1627	CVCL_1628	CVCL_1629	CVCL_3116	CVCL_3770	CVCL_3110	CVCL_3117	CVCL_1630	CVCL_1632	CVCL_1636	CVCL_1633	CVCL_1635	CVCL_1636	CVCL_1638	CVCL_1639	CVCL_1845	CVCL_1847	CVCL_1640	CVCL_0035	CVCL_2678	CVCL_2686	CVCL_1641	CVCL_1642	CVCL_2161	CVCL_1644	PWR1E_PROSTATE	CVCL_3143	CVCL_0511	CVCL_1647	CVCL_1851	CVCL_1883	CVCL_1648	CVCL_1649	CVCL_1650	CVCL_3152	CVCL_1654	CVCL_1655	CVCL_1656	CVCL_1659	CVCL_2176	CVCL_3156	CVCL_0504	CVCL_1660	CVCL_0505	CVCL_1662	CVCL_0582	CVCL_1887	RPMI6666_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CVCL_1666	CVCL_0014	CVCL_1667	CVCL_0093	CVCL_1670	CVCL_0036	CVCL_1672	CVCL_0548	CVCL_1207	CVCL_1679	CVCL_1681	CVCL_1682	CVCL_1683	CVCL_1684	CVCL_1685	CVCL_1688	CVCL_1689	CVCL_1690	CVCL_1691	CVCL_1692	CVCL_1693	CVCL_1694	CVCL_0032	CVCL_1695	CVCL_2193	CVCL_0041	CVCL_1697	CVCL_0626	CVCL_0627	CVCL_2194	CVCL_2195	CVCL_0525	CVCL_0628	CVCL_0629	CVCL_0098	CVCL_0068	CVCL_0069	CVCL_0599	CVCL_0526	CVCL_0550	CVCL_0039	CVCL_0600	CVCL_0527	CVCL_0630	CVCL_1699	CVCL_0631	CVCL_1700	CVCL_1701	CVCL_1702	CVCL_0531	CVCL_0532	CVCL_1703	CVCL_0533	CVCL_1706	CVCL_1707	CVCL_0099	CVCL_5003	CVCL_0076	CVCL_5031	CVCL_0090	CVCL_0250	CVCL_0077	CVCL_5058	CVCL_0366	CVCL_0454	CVCL_0497	CVCL_0078	CVCL_5078	CVCL_5098	CVCL_1708	CVCL_1710	CVCL_5112	CVCL_0220	CVCL_1712	CVCL_3881	CVCL_0538	CVCL_1889	CVCL_0539	CVCL_1735	CVCL_2206	CVCL_2207	CVCL_3172	CVCL_0103	CVCL_2208	CVCL_2209	CVCL_1714	CVCL_1715	CVCL_0544	CVCL_1716	CVCL_0543	CVCL_1717	CVCL_1718	CVCL_1719	CVCL_1720	CVCL_1721	CVCL_1722	CVCL_1723	CVCL_1724	CVCL_0547	CVCL_1725	CVCL_1727	CVCL_1728	CVCL_1729	CVCL_1731	CVCL_0632	CVCL_1732	CVCL_1734	CVCL_0554	CVCL_0553	CVCL_0555	CVCL_0556	CVCL_1736	CVCL_2213	CVCL_1738	CVCL_1759	CVCL_1760	CVCL_1761	CVCL_1763	CVCL_3337	CVCL_1754	CVCL_1764	CVCL_1765	CVCL_1766	CVCL_1767	CVCL_1768	CVCL_1771	CVCL_0006	CVCL_1773	CVCL_3612	CVCL_3613	CVCL_3174	CVCL_2218	CVCL_1776	CVCL_0633	CVCL_0021	CVCL_0566	CVCL_0042	CVCL_0022	CVCL_1779	CVCL_1780	CVCL_1781	CVCL_1782	CVCL_1784	CVCL_1783	CVCL_B079	CVCL_1785	CVCL_1819	CVCL_2235	CVCL_1786	CVCL_1787	CVCL_1789	CVCL_1790	CVCL_1791	CVCL_0040	CVCL_8787	CVCL_1902	CVCL_1793	CVCL_1794	CVCL_1795	CVCL_1796	CVCL_1661	Dataset
0	10184653	0.98085097	0.98158971	0.98440183	0.98883576	0.90146423	0.96185951	0.95136904	0.97709786			0.95673219	0.98154271	0.9858256	0.97531838			0.9876231	0.97154603	0.99014158	0.81480818	0.99052911	0.98494561	0.8068994	0.7902779000000001	0.97272091	0.94729117		0.98073717	0.98265158	0.73698649	0.97382769	0.98211192	0.98760276	0.99062662	0.97132559	0.95458348	0.9225914000000001	0.55139615		0.96683821		0.98989059		0.97332107		0.97915726	0.84924999		0.45473807	0.99411897		0.87067652	0.5727201	0.97289219	0.97681147	0.97300971	0.97629589	0.97410061	0.97865579	0.80971955	0.97980201	0.87229739	0.9853354999999999	0.97651893	0.90815647	0.9594824000000001	0.90955264		0.54718702	0.87705078	0.56903322	0.98490133		0.98793679	0.94264011	0.98647237	0.95583673	0.85180501	0.97808636			0.98036923	0.95280208	0.92160157	0.98141601	0.87588549	0.98497904	0.78425819	0.97224948	0.90133223	0.98407469		0.44645824	0.98748147		0.97113594	0.98246386	0.98629901	0.7762716	0.98963827	0.98340643	0.98605068	0.98888753	0.83304619	0.97203686	0.95877796	0.98412624	0.99055387		0.94642646			0.98210007	0.99088171			0.98743149	0.98543779	0.98544622	0.90850801	0.83107905	0.9845756999999999	0.97639796	0.98378846	0.99002602	0.92817388	0.97532452	0.99183447	0.92343097	0.96318103	0.98505572	0.97174947	0.98808579	0.98698856	0.98268508	0.98057767	0.85170672	0.83567715	0.82147145	0.99178965	0.99002997	0.98342498	0.97490446		0.56165039	0.97275444	0.51840722	0.94908225	0.59095767	0.97533274	0.97449747	0.99098116	0.74318384	0.97271048	0.98440207	0.96281646	0.86017553	0.98881548	0.72733224	0.96810581	0.98997398	0.97687056	0.55040572	0.96464756	0.92872975	0.96638949	0.97785989	0.93628497	0.97610419	0.98170559	0.87874777	0.94961538	0.98886129		0.97499959	0.82443722		0.98707316	0.98585538	0.97065603	0.94274303	0.98355504		0.99114936	0.98609088	0.83556084	0.86214185	0.95936527	0.98461127	0.78710637	0.98360139	0.97041983	0.97178412	0.86129342			0.946044	0.96357543	0.79730695	0.71922248	0.54313297	0.97824383		0.98724447	0.98299315	0.89994518	0.94426714	0.96452273	0.88070168	0.0839196	0.93167345	0.98485992	0.98421598	0.98327936	0.80051138	0.94836633		0.98896629		0.9854994	0.98841476	0.96419078	0.96385303		0.71716679	0.98613026	0.97656928	0.98999991			0.98490828	0.98147357	0.97446898	0.97604964	0.98392183		0.71943304		0.43551112	0.98898076	0.98932111	0.8969123999999999	0.98435675	0.90444252		0.96597511	0.89365088	0.95209612		0.96596726	0.97401885	0.98247044	0.9626179	0.95573794	0.86866728	0.96955092	0.98531026	0.98904731	0.98897683	0.81476067	0.99149447		0.97992125				0.9879885	0.97616293	0.69005922	0.96763071	0.97633556	0.98687924	0.98056651	0.72374234	0.85662659	0.92111343	0.98399357	0.98888221	0.99285958	0.97023316	0.98099375	0.9844526	0.98685567		0.99220835	0.98618298	0.99076013	0.95733346	0.9902097	0.99136677	0.99234012	0.95667101		0.89377969	0.98269132	0.99290757	0.97801317	0.96471228	0.991116	0.99128308	0.98398052	0.94776145	0.92534017	0.98946011	0.98590427	0.96772625	0.9716366			0.9843666999999999	0.92436789	0.88871084	0.98279978	0.97270587	0.42342523	0.96077216	0.60769275	0.98889104			0.65696942	0.69509008	0.98561352	0.91975088	0.98645035	0.99234731	0.97708478	0.99257861	0.98586585	0.95413826	0.98400596	0.9882308000000001	0.92181918	0.97647383	0.99346628	0.96565566		0.99185533	0.77042512	0.92651736		0.99340663	0.9476386999999998	0.86195299	0.91049661	0.95490529	0.89591	0.98914045	0.98687848	0.97868293	0.98229556	0.99863385	0.97030497		0.55035667	0.97880793	0.77381015	0.95081221	0.97970092	0.96972891	0.96681406	0.84367193	0.95134694	0.98802902	0.82963342	0.98439196	0.98391941	0.98382841	0.99193641	0.97387488	0.98246311	0.97931369		0.94933155	0.99691928	0.97452862	0.95686771	0.98263564		0.9792055000000001	0.86728702		0.98530719	0.98251059	0.98511258	0.98320542	0.89661493	0.98393291		0.9596858	0.98511114	0.97240268	0.93830442	0.98773184	0.96650013	0.99094886	0.94380996	0.99028944	0.99144014	0.98421776	0.99066706	0.92842227	0.98827234	0.99226207	0.98500463		0.98884255		0.97620023	0.97305466	0.94817927	0.98570047	0.98516299	0.99449773	0.9678705	0.81282952		0.99007434	0.60322537	0.83699906		0.98322452	0.60880866	0.8427463	0.98778729	0.97961796	0.93284137	0.98302482	0.99222511	0.9088055	0.98983748		0.98753409	0.86789105	0.92289309	0.98790494	0.98251554		0.92700917		0.99148112	0.82875803	0.9427928	0.97592717	0.95532672	0.99190225		0.9712915999999999		0.98525999		0.98170965	0.98582792	0.98045473	0.86178699	0.98655723	0.9909454	0.99051589			0.98149299		0.98564015		0.98719824	0.95055229	0.9797845	0.98058986	0.98174207	0.97660784	0.97858968	0.98234938	0.90300257	0.55704444	0.98667582	0.98843054	0.90317672	0.93985661	0.98549591	0.98788353	0.61326351	0.97951266	0.97789194		0.9903306000000001	0.97279703	0.94062783	0.99568782	0.9822529000000001	0.96106489	0.87396541	0.98444256	0.97912751	0.92756565	0.93837301	0.98694081	0.98221172	0.98516919	0.94103542	0.99281558	0.97346953	0.50775864	0.95764793		0.95623243	0.96359191	0.93103171	0.93005512	0.99152369		0.87206991	0.98588156		0.94518613	0.95754512	0.99517398	0.97886275	0.98484069	0.9876331	0.97062896	0.99412529	0.9861324	0.59643026	0.43761234	0.96922304	0.98426958	0.99354888		0.92912774	0.94814579	0.94762696	0.98928324	0.95235216	0.97957911	0.94412524	0.9662698000000001	0.97627674	0.7380135999999999	0.98368473	0.95332712	0.77042191	0.99350891	0.9959254000000001	0.99168917	0.78447434	0.9288895	0.89655718	0.88498679		0.95440896	0.98101841			0.94971494	0.86810738	0.99013341	0.98317944	0.97862975	0.99125201	0.98739933	0.97658066	0.92539657	0.92726846	0.97860471	0.99306474	0.90222367		0.98625676		0.92726668	0.97456612	0.69682469	0.97031762	0.97202295	0.97517758	0.97712313	0.99017158	0.8027354	0.93978709	0.98145506	0.98388973	0.97638489	0.9671721999999999	0.9617328000000002	0.9897591			0.98733436	0.97577586	0.97074481	0.52443033	0.99292509		0.81271618		0.95498825	0.97760437	0.98591892	0.98410579	0.98000709	0.96735339	0.96279129	0.98787757		0.98639023	0.98277188	0.98792467	0.96112263	0.97665123		0.97974896	0.3173006	0.91138738	0.98454275	0.98315034			0.99320935	0.98697479	0.95921394		0.97438866	0.98080912	0.9829693000000002	0.97739912	0.81534453	0.98741333	0.9610562	0.98425081	0.98730574	0.98069938	0.98728693	0.89165446	0.98586639	0.98758153	0.97874137	0.92942197	0.98602712		0.99139256		0.94125719	0.98317186		0.9666995999999999	0.98299153	0.94731598		0.98865677	0.96016596	0.98065965	0.97322581	0.89748779	0.95105995	0.98785139	0.99002224	0.94039024			0.99733639	0.98764269	0.98402803		0.93763274	0.98551717	0.97899516	0.9934601000000001	0.9889259			0.98439796	0.75555406	0.95360122			0.96997593	0.96499506	0.99084374	0.97117355	0.81466263	0.98849941	0.96614552	0.96172203	0.97271908			0.98207068	0.84648535	0.98516924		0.9090197	0.97588413	0.98608786				0.81289299		0.94359611	0.67722168	0.25709228		0.93836644	0.79633988	0.89674832	0.91657552	0.98979875	0.9913981	0.99106834	0.71679563	0.92512487	0.89724846	0.76325402	0.95966425	0.98510307	0.98358556	0.9823608	0.96323675	0.97759038	0.92354384	0.98050614	0.96505141		0.66652187	0.9879370999999999	0.98661739	0.83726532	0.98414291	0.97952775	0.98051323		0.99276437	0.98793922	0.96615852	0.90699925	0.9625981	0.94818012	0.99259741	0.96800064	0.94004025	0.98624658	0.91568596	0.69779779	GDSC
1	65110	0.90012722	0.93917279	0.86650577	0.92606269	0.92650537	0.89715278	0.83786706	0.71431153			0.92550611	0.88657885	0.89862367	0.63796661			0.89275059	0.87433962	0.88775175	0.90175082	0.64216506	0.94142227	0.85892137	0.9260389000000001	0.62265552	0.89783701		0.90261077	0.95576173	0.79059847	0.94256185	0.678938	0.76100578	0.75284765	0.90198576	0.91021749	0.79648826	0.63678485		0.96213042		0.86581744		0.89988287		0.80407606	0.70783745		0.78299039	0.69477193		0.83175732	0.95470816	0.96426723	0.91586726	0.57777267	0.82363528	0.73094325	0.92486379	0.96854985	0.9276034	0.91240574	0.87680054	0.94048231	0.85333968	0.73660482	0.76205926		0.75954378	0.88202186	0.76837001	0.93339499		0.93637906	0.8612646999999999	0.91321176	0.92979207	0.86323063	0.72885225			0.93462298	0.93800713		0.96382282	0.78127296	0.89422277	0.95209191	0.644231	0.81325019	0.90042536		0.86970766	0.6033914		0.94538972	0.98693543	0.94649914	0.96043477	0.87856125	0.68537969	0.91822176	0.95568687	0.88142659		0.75508984	0.761369	0.9876440000000001		0.92775994			0.7768586999999999	0.9240405			0.95239221	0.90822379	0.95356105	0.68443444	0.92357715	0.92188556	0.84993162	0.85198827	0.78091431	0.55172779	0.86916016	0.90496627	0.82430477	0.96469858	0.85377949	0.92649182	0.98582513	0.95526712	0.69872716	0.81157044	0.88602123	0.86035061	0.89733752	0.81005483	0.95441335	0.83195122	0.78966789		0.91147017	0.66704941	0.98482	0.97197089	0.84665897	0.90037683	0.74568921	0.80879705	0.88302225	0.55079659	0.9765295	0.49154827	0.73891275	0.83943262	0.7448854	0.7709560000000001	0.87725817	0.88295308	0.83903069	0.76148329	0.96270291	0.9776914000000001	0.96153988	0.96213929	0.86332478	0.97207598		0.84059479	0.80546969		0.90469988	0.98356265		0.79535479	0.97683326	0.95614128	0.77061037	0.8848360999999999		0.81432104	0.96765837	0.69149754	0.84967318	0.83501335	0.95565753	0.85170999	0.76554199	0.87142565	0.56511473	0.78659314			0.87157589	0.83972263	0.72171338	0.60341801	0.93590934	0.87260683		0.83174593	0.95998383	0.86905255	0.78093507	0.75177368	0.82733588	0.85356138	0.88066109	0.88238685	0.73172748	0.86709247	0.8146665	0.93965443		0.96139526		0.93023381	0.84780191	0.63289713	0.62947466		0.67506399	0.89586126	0.8592231	0.9047503			0.95788672	0.96630259	0.77245544	0.89126661	0.9828609		0.81212766		0.79313886	0.86153383	0.87151393	0.97575601	0.92101947	0.83856205		0.89286129	0.73333297	0.97258561		0.82664781	0.85667227	0.93520295	0.80635149	0.77565789	0.93096645	0.95849227	0.77970109	0.95434055	0.9665081	0.95446002	0.92754455		0.93002753				0.85087316	0.57086726	0.9719018	0.90379657	0.9249871	0.6645791	0.97830802	0.82243774	0.92759073	0.76147077	0.78819668	0.77094099	0.98888802	0.58407409	0.86570542	0.77495411	0.72785402		0.80448474	0.77411889	0.85177395	0.67220998	0.87328407	0.62794801	0.77864109	0.90121256		0.9776428	0.91221937	0.81944098	0.97349828	0.93159824	0.8226876000000001	0.66885549	0.89623424	0.81351314	0.87714985	0.6854893	0.80831234	0.71110308	0.94811129			0.84537103	0.8160645999999999	0.88180756	0.85456174	0.98427997	0.8882781	0.8544436	0.81935363				0.88053414	0.86531347	0.74203604	0.67896245	0.89166703	0.24278733	0.67185582	0.8971815999999999	0.82088029	0.60388207	0.98366791	0.8587551	0.80262613	0.9161226999999998	0.96914869	0.86767283		0.87278445	0.87880874	0.92255855		0.95154349	0.94714619	0.8541055000000001	0.91643881	0.85946023	0.9072879	0.81834981	0.96428119	0.84247391	0.89242933	0.98677623	0.82257576		0.95609342	0.8366583000000001	0.95324449	0.84591074	0.74791818	0.92940675	0.90914857	0.89038872	0.65683685	0.64923357	0.66621546	0.76816173	0.98585526	0.96999959	0.92217075	0.86056712	0.98115469	0.90300177		0.84482536	0.85113653	0.83227226	0.73054241	0.90784165		0.97214446	0.88501948		0.72670761	0.91264498	0.90223835	0.5787574000000001	0.85961323	0.75715252		0.75047143	0.64868266	0.66566099	0.86203616	0.66448802	0.80592052	0.86786423	0.44228385	0.5668524	0.91595755	0.84544022	0.72411599	0.94067474	0.88977748	0.98048883	0.83140304		0.87235773		0.97189877	0.65056888	0.87977191	0.96136534	0.81771992	0.88137705	0.98479416	0.80906257		0.90645417	0.94523988	0.85157053		0.94867993	0.87168958	0.85473092	0.91741265	0.91548584	0.8819396999999999	0.88326913	0.73559634	0.95401642	0.85659584		0.92681541	0.95973167	0.77924837	0.87241942	0.92444889		0.96659619		0.98583145	0.76088683	0.97983045	0.78231362	0.78861585	0.98869762		0.84904714		0.79649134		0.91537298	0.879949	0.81687162	0.98471671	0.73138963	0.99040463	0.94622738			0.92170047		0.90782228		0.92957096		0.92655135	0.89943975	0.91072247	0.96701055	0.92420864	0.90090803	0.79711411	0.94355593	0.92166425	0.94950535	0.87205967	0.85025501	0.9447098	0.91880351	0.77883207	0.78842173	0.79185936		0.60526952	0.65085676	0.89629905	0.83816882	0.87327104	0.91276331	0.88271045	0.87669601	0.59659775	0.92756614	0.84437262	0.94764132	0.64185979	0.8695785	0.98678624	0.83693135	0.73254252	0.83292006	0.93534234		0.92404835	0.92144958	0.93438885	0.79945452	0.60790345		0.89854681	0.89405057		0.96745009	0.96342437	0.67365937	0.89086468	0.53218728	0.72689779	0.8655290999999999	0.95843456	0.95272098	0.89719592	0.68641512	0.8224053	0.96984963	0.94729433		0.79919729	0.84880427	0.98056262	0.91785587	0.93379337	0.96509467	0.76264458	0.92910803	0.86148358	0.77778751	0.86885424	0.86089289	0.81294103	0.94053147	0.80856749	0.93764745	0.82144967	0.92092089	0.81778222	0.79787963		0.81037927	0.82000606	0.6908968000000001		0.79150188	0.90255751	0.90873147	0.95885812	0.76282809	0.81520056	0.93586831	0.95003515	0.9380430000000001	0.9678121	0.48744097	0.85362078	0.94358206		0.86840993		0.91215875	0.98330037	0.80201428	0.90028013	0.88671674	0.98568971	0.9244952	0.84015447		0.9734459000000001	0.92164728	0.87230278	0.92953341	0.82364884	0.52167547	0.80639631			0.95168068	0.93730239	0.95253444	0.73477072	0.83433382		0.8337413		0.81042185	0.93089286	0.9478714	0.95621892	0.98228701	0.94821872	0.8467836999999999	0.95277904		0.97521832	0.93560312	0.89089244	0.98633702	0.81818362		0.71254545	0.75226401	0.89914927	0.83564394	0.83898965			0.9796886	0.92493836	0.90355836		0.97762371	0.94561345	0.96311598	0.97810155	0.94276158	0.83926581	0.90375556	0.83992572	0.77244778	0.98950123	0.94306501	0.90767889	0.68242218	0.93678811	0.84718128	0.93547797	0.89271019		0.87099779		0.86859671	0.90066446		0.94653921	0.83624109	0.89946649		0.91429051	0.92084391	0.88326426	0.81209082	0.80272266	0.86672859	0.64672687	0.77694514	0.90327291			0.99058044	0.71134712	0.82680088		0.81800664	0.56623824	0.7390656999999999	0.69818367	0.91333883			0.98439796	0.97554732	0.94633779			0.94772801	0.96898285	0.93475144	0.82765966	0.80627402	0.95000064	0.97690414	0.9556425999999999	0.88164289			0.96628604	0.55965303	0.84333605		0.69087283	0.96221565	0.92639089				0.38811136		0.41598808	0.81390354	0.89996503		0.93701007	0.94120664	0.7899063000000001	0.9096361999999999	0.92262424	0.71945929	0.91131755	0.94594365	0.98267567	0.84513045	0.69674436	0.82735487	0.93691908	0.79567073	0.89494679	0.90016917	0.84078996	0.91686329	0.96446257	0.86369066		0.96472343	0.88510608	0.91368399	0.91782496	0.79971991	0.87338644			0.99273739	0.97147495	0.98252339	0.91011685	0.88343208	0.87354094	0.93422821	0.82194894	0.94891432	0.96099001	0.74592794	0.90401442	GDSC
