"","DepMap_ID","Cell_line","CCLE_name","CCLE_histology","disease"
"1","ACH-000001","NIHOVCAR3","NIHOVCAR3_OVARY","ovary","ovarian"
"2","ACH-000002","HL60","HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"3","ACH-000003","CACO2","CACO2_LARGE_INTESTINE","large_intestine","colorectal"
"4","ACH-000004","HEL","HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"5","ACH-000005","HEL9217","HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"6","ACH-000006","MONOMAC6","MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"7","ACH-000007","LS513","LS513_LARGE_INTESTINE","large_intestine","colorectal"
"8","ACH-000008","A101D","A101D_SKIN","skin","skin"
"9","ACH-000009","C2BBE1","C2BBE1_LARGE_INTESTINE","large_intestine","colorectal"
"10","ACH-000010","NCIH2077","NCIH2077_LUNG","lung","lung"
"11","ACH-000011","253J","253J_URINARY_TRACT","urinary_tract","urinary_tract"
"12","ACH-000012","HCC827","HCC827_LUNG","lung","lung"
"13","ACH-000013","ONCODG1","ONCODG1_OVARY","ovary","ovarian"
"14","ACH-000014","HS294T","HS294T_SKIN","skin","skin"
"15","ACH-000015","NCIH1581","NCIH1581_LUNG","lung","lung"
"16","ACH-000016","SLR21","SLR21_KIDNEY","kidney","kidney"
"17","ACH-000017","SKBR3","SKBR3_BREAST","breast","breast"
"18","ACH-000018","T24","T24_URINARY_TRACT","urinary_tract","urinary_tract"
"19","ACH-000019","MCF7","MCF7_BREAST","breast","breast"
"20","ACH-000020","MHHCALL2","MHHCALL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"21","ACH-000021","NCIH1693","NCIH1693_LUNG","lung","lung"
"22","ACH-000022","PATU8988S","PATU8988S_PANCREAS","pancreas","pancreas"
"23","ACH-000023","PATU8988T","PATU8988T_PANCREAS","pancreas","pancreas"
"24","ACH-000024","OPM2","OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"25","ACH-000025","CH157MN","CH157MN_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"26","ACH-000026","253JBV","253JBV_URINARY_TRACT","urinary_tract","urinary_tract"
"27","ACH-000027","GOS3","GOS3_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"28","ACH-000028","KPL1","KPL1_BREAST","breast","breast"
"29","ACH-000029","HCC827GR5","HCC827GR5_LUNG","lung","lung"
"30","ACH-000030","PC14","PC14_LUNG","lung","lung"
"31","ACH-000031","PANC0213","PANC0213_PANCREAS","pancreas","pancreas"
"32","ACH-000032","MHHCALL3","MHHCALL3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"33","ACH-000033","NCIH1819","NCIH1819_LUNG","lung","lung"
"34","ACH-000034","PLB985","PLB985_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"35","ACH-000035","NCIH1650","NCIH1650_LUNG","lung","lung"
"36","ACH-000036","U343","U343_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"37","ACH-000037","S117","S117_THYROID","thyroid","thyroid"
"38","ACH-000038","EHEB","EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"39","ACH-000039","SKNMC","SKNMC_BONE","bone","bone"
"40","ACH-000040","U118MG","U118MG_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"41","ACH-000041","RDES","RDES_BONE","bone","bone"
"42","ACH-000042","PANC0203","PANC0203_PANCREAS","pancreas","pancreas"
"43","ACH-000043","HS895T","HS895T_FIBROBLAST","fibroblast","fibroblast"
"44","ACH-000044","MDAMB134VI","MDAMB134VI_BREAST","breast","breast"
"45","ACH-000045","MV411","MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"46","ACH-000046","ACHN","ACHN_KIDNEY","kidney","kidney"
"47","ACH-000047","GCIY","GCIY_STOMACH","stomach","gastric"
"48","ACH-000048","TOV112D","TOV112D_OVARY","ovary","ovarian"
"49","ACH-000049","HEKTE","HEKTE_KIDNEY","kidney","kidney"
"50","ACH-000050","NCIH929","NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"51","ACH-000051","TE617T","TE617T_SOFT_TISSUE","soft_tissue","rhabdomyosarcoma"
"52","ACH-000052","A673","A673_BONE","bone","bone"
"53","ACH-000053","KARPAS299","KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"54","ACH-000054","HT1080","HT1080_SOFT_TISSUE","soft_tissue","soft_tissue"
"55","ACH-000055","D283MED","D283MED_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"56","ACH-000056","DOHH2","DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"57","ACH-000057","OPM1","OPM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"58","ACH-000058","ML1","ML1_THYROID","thyroid","thyroid"
"59","ACH-000059","SUPB15","SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"60","ACH-000060","PANC1005","PANC1005_PANCREAS","pancreas","pancreas"
"61","ACH-000061","HH","HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"62","ACH-000062","RERFLCMS","RERFLCMS_LUNG","lung","lung"
"63","ACH-000063","HS616T","HS616T_FIBROBLAST","fibroblast","fibroblast"
"64","ACH-000064","SALE","SALE_LUNG","lung","lung"
"65","ACH-000065","OCIAML5","OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"66","ACH-000066","HCC4006","HCC4006_LUNG","lung","lung"
"67","ACH-000067","HS683","HS683_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"68","ACH-000068","REC1","REC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"69","ACH-000069","HS611T","HS611T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"70","ACH-000070","697","697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"71","ACH-000071","HS706T","HS706T_BONE","bone","fibroblast"
"72","ACH-000072","MEG01","MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"73","ACH-000073","GRANTA519","GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"74","ACH-000074","KU812","KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"75","ACH-000075","U87MG","U87MG_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"76","ACH-000076","NCO2","NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"77","ACH-000077","MJ","MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"78","ACH-000078","MHHNB11","MHHNB11_AUTONOMIC_GANGLIA","autonomic_ganglia","peripheral_nervous_system"
"79","ACH-000079","TE125T","TE125T_FIBROBLAST","fibroblast","fibroblast"
"80","ACH-000080","BDCM","BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"81","ACH-000081","GDM1","GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"82","ACH-000082","G292CLONEA141B1","G292CLONEA141B1_BONE","bone","bone"
"83","ACH-000083","HS281T","HS281T_FIBROBLAST","fibroblast","fibroblast"
"84","ACH-000084","MUTZ3","MUTZ3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"85","ACH-000085","T3M4","T3M4_PANCREAS","pancreas","pancreas"
"86","ACH-000086","ACCMESO1","ACCMESO1_PLEURA","pleura","mesothelioma"
"87","ACH-000087","SKES1","SKES1_BONE","bone","bone"
"88","ACH-000088","HS172T","HS172T_FIBROBLAST","fibroblast","fibroblast"
"89","ACH-000089","NCIH684","NCIH684_LARGE_INTESTINE","large_intestine","colorectal"
"90","ACH-000090","PC3","PC3_PROSTATE","prostate","prostate"
"91","ACH-000091","OV56","OV56_OVARY","ovary","ovarian"
"92","ACH-000092","NCIH2452","NCIH2452_PLEURA","pleura","mesothelioma"
"93","ACH-000093","PANC0504","PANC0504_PANCREAS","pancreas","pancreas"
"94","ACH-000094","HPAFII","HPAFII_PANCREAS","pancreas","pancreas"
"95","ACH-000095","D341","D341MED_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"96","ACH-000096","G401","G401_SOFT_TISSUE","soft_tissue","rhabdoid"
"97","ACH-000097","ZR751","ZR751_BREAST","breast","breast"
"98","ACH-000098","GAMG","GAMG_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"99","ACH-000099","SIMA","SIMA_AUTONOMIC_GANGLIA","autonomic_ganglia","peripheral_nervous_system"
"100","ACH-000100","RH41","RH41_SOFT_TISSUE","soft_tissue","rhabdomyosarcoma"
"101","ACH-000101","KE37","KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"102","ACH-000102","GMS10","GMS10_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"103","ACH-000103","CAOV4","CAOV4_OVARY","ovary","ovarian"
"104","ACH-000104","LOUCY","LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"105","ACH-000105","ALLSIL","ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"106","ACH-000106","JVM2","JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"107","ACH-000107","CAPAN2","CAPAN2_PANCREAS","pancreas","pancreas"
"108","ACH-000108","KP3","KP3_PANCREAS","pancreas","pancreas"
"109","ACH-000109","NCIH3255","NCIH3255_LUNG","lung","lung"
"110","ACH-000110","NCCSTCK140","NCCSTCK140_STOMACH","stomach","gastric"
"111","ACH-000111","HCC1187","HCC1187_BREAST","breast","breast"
"112","ACH-000112","SIGM5","SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"113","ACH-000113","OCIAML2","OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"114","ACH-000114","SU8686","SU8686_PANCREAS","pancreas","pancreas"
"115","ACH-000115","VCAP","VCAP_PROSTATE","prostate","prostate"
"116","ACH-000116","OAW28","OAW28_OVARY","ovary","ovarian"
"117","ACH-000117","EFM192A","EFM192A_BREAST","breast","breast"
"118","ACH-000118","HUPT3","HUPT3_PANCREAS","pancreas","pancreas"
"119","ACH-000119","HS863T","HS863T_FIBROBLAST","fibroblast","fibroblast"
"120","ACH-000120","CHP212","CHP212_AUTONOMIC_GANGLIA","autonomic_ganglia","peripheral_nervous_system"
"121","ACH-000121","NCIH2405","NCIH2405_LUNG","lung","lung"
"122","ACH-000122","SUPT11","SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"123","ACH-000123","COV434","COV434_OVARY","ovary","ovarian"
"124","ACH-000124","OCILY19","OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"125","ACH-000125","TO175T","TO175T_FIBROBLAST","fibroblast","fibroblast"
"126","ACH-000126","KG1C","KG1C_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"127","ACH-000127","SLR20","SLR20_KIDNEY","kidney","kidney"
"128","ACH-000128","LN319","LN319_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"129","ACH-000129","NCIH1341","NCIH1341_LUNG","lung","lung"
"130","ACH-000130","NALM19","NALM19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"131","ACH-000131","HS229T","HS229T_FIBROBLAST","fibroblast","fibroblast"
"132","ACH-000132","JHOS2","JHOS2_OVARY","ovary","ovarian"
"133","ACH-000133","HS729","HS729_SOFT_TISSUE","soft_tissue","fibroblast"
"134","ACH-000134","HS274T","HS274T_FIBROBLAST","fibroblast","fibroblast"
"135","ACH-000135","HS940T","HS940T_FIBROBLAST","fibroblast","fibroblast"
"136","ACH-000136","CHP126","CHP126_AUTONOMIC_GANGLIA","autonomic_ganglia","peripheral_nervous_system"
"137","ACH-000137","8MGBA","8MGBA_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"138","ACH-000138","CFPAC1","CFPAC1_PANCREAS","pancreas","pancreas"
"139","ACH-000139","PANC0327","PANC0327_PANCREAS","pancreas","pancreas"
"140","ACH-000140","PFEIFFER","PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"141","ACH-000141","SNU308","SNU308_BILIARY_TRACT","biliary_tract","bile_duct"
"142","ACH-000142","CAL29","CAL29_URINARY_TRACT","urinary_tract","urinary_tract"
"143","ACH-000143","HCC2429","HCC2429_LUNG","lung","lung"
"144","ACH-000144","RERFGC1B","RERFGC1B_STOMACH","stomach","gastric"
"145","ACH-000145","SKLMS1","SKLMS1_SOFT_TISSUE","soft_tissue","soft_tissue"
"146","ACH-000146","THP1","THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"147","ACH-000147","T47D","T47D_BREAST","breast","breast"
"148","ACH-000148","HS578T","HS578T_BREAST","breast","breast"
"149","ACH-000149","SKNSH","SKNSH_AUTONOMIC_GANGLIA","autonomic_ganglia","peripheral_nervous_system"
"150","ACH-000150","HCC2935","HCC2935_LUNG","lung","lung"
"151","ACH-000151","JM1","JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"152","ACH-000152","M059K","M059K_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"153","ACH-000153","NCIH2052","NCIH2052_PLEURA","pleura","mesothelioma"
"154","ACH-000154","HS888T","HS888T_FIBROBLAST","fibroblast","fibroblast"
"155","ACH-000155","SW1990","SW1990_PANCREAS","pancreas","pancreas"
"156","ACH-000156","MHHCALL4","MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"157","ACH-000157","A4FUK","A4FUK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"158","ACH-000158","OCILY3","OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"159","ACH-000159","OSRC2","OSRC2_KIDNEY","kidney","kidney"
"160","ACH-000160","BT12","BT12_SOFT_TISSUE","soft_tissue","rhabdoid"
"161","ACH-000161","CORL105","CORL105_LUNG","lung","lung"
"162","ACH-000162","GA10","GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"163","ACH-000163","SW579","SW579_THYROID","thyroid","thyroid"
"164","ACH-000164","PANC1","PANC1_PANCREAS","pancreas","pancreas"
"165","ACH-000165","HS751T","HS751T_FIBROBLAST","fibroblast","fibroblast"
"166","ACH-000166","KASUMI6","KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"167","ACH-000167","KE97","KE97_STOMACH","stomach","gastric"
"168","ACH-000168","NOMO1","NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"169","ACH-000169","RD","RD_SOFT_TISSUE","soft_tissue","rhabdomyosarcoma"
"170","ACH-000170","PRECLH","PRECLH_PROSTATE","prostate","prostate"
"171","ACH-000171","VMRCRCZ","VMRCRCZ_KIDNEY","kidney","kidney"
"172","ACH-000172","TM87","TM87_SOFT_TISSUE","soft_tissue","rhabdoid"
"173","ACH-000173","JHUEM3","JHUEM3_ENDOMETRIUM","endometrium","uterus"
"174","ACH-000174","CAL62","CAL62_THYROID","thyroid","thyroid"
"175","ACH-000175","TE159T","TE159T_FIBROBLAST","fibroblast","fibroblast"
"176","ACH-000176","LOUNH91","LOUNH91_LUNG","lung","lung"
"177","ACH-000177","NCIH660","NCIH660_PROSTATE","prostate","prostate"
"178","ACH-000178","HS766T","HS766T_PANCREAS","pancreas","pancreas"
"179","ACH-000179","NCIH1618","NCIH1618_LUNG","lung","lung"
"180","ACH-000180","HS839T","HS839T_FIBROBLAST","fibroblast","fibroblast"
"181","ACH-000181","SCC9","SCC9_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"182","ACH-000182","SNU869","SNU869_BILIARY_TRACT","biliary_tract","bile_duct"
"183","ACH-000183","L363","L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"184","ACH-000184","HS343T","HS343T_FIBROBLAST","fibroblast","fibroblast"
"185","ACH-000185","HS737T","HS737T_FIBROBLAST","fibroblast","fibroblast"
"186","ACH-000186","NCIH2444","NCIH2444_LUNG","lung","lung"
"187","ACH-000187","CORL311","CORL311_LUNG","lung","lung"
"188","ACH-000188","SCC25","SCC25_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"189","ACH-000189","RCC10RGB","RCC10RGB_KIDNEY","kidney","kidney"
"190","ACH-000190","HDMYZ","HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"191","ACH-000191","BHT101","BHT101_THYROID","thyroid","thyroid"
"192","ACH-000192","MFE280","MFE280_ENDOMETRIUM","endometrium","uterus"
"193","ACH-000193","KARPAS620","KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"194","ACH-000194","HS934T","HS934T_FIBROBLAST","fibroblast","fibroblast"
"195","ACH-000195","SET2","SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"196","ACH-000196","HCC1599","HCC1599_BREAST","breast","breast"
"197","ACH-000197","TALL1","TALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"198","ACH-000198","EOL1","EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"199","ACH-000199","HS255T","HS255T_FIBROBLAST","fibroblast","fibroblast"
"200","ACH-000200","NMCG1","NMCG1_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"201","ACH-000201","A204","A204_SOFT_TISSUE","soft_tissue","rhabdoid"
"202","ACH-000202","COLO320","COLO320_LARGE_INTESTINE","large_intestine","colorectal"
"203","ACH-000203","NH6","NH6_AUTONOMIC_GANGLIA","autonomic_ganglia","peripheral_nervous_system"
"204","ACH-000204","LP1","LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"205","ACH-000205","PK59","PK59_PANCREAS","pancreas","pancreas"
"206","ACH-000206","C8166","C8166_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"207","ACH-000207","DETROIT562","DETROIT562_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"208","ACH-000208","U178","U178_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"209","ACH-000209","SNU1079","SNU1079_BILIARY_TRACT","biliary_tract","bile_duct"
"210","ACH-000210","CADOES1","CADOES1_BONE","bone","bone"
"211","ACH-000211","DAOY","DAOY_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"212","ACH-000212","CAL120","CAL120_BREAST","breast","breast"
"213","ACH-000213","HUPT4","HUPT4_PANCREAS","pancreas","pancreas"
"214","ACH-000214","HS675T","HS675T_FIBROBLAST","fibroblast","fibroblast"
"215","ACH-000215","LN382","LN382_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"216","ACH-000216","JHESOAD1","JHESOAD1_OESOPHAGUS","oesophagus","esophagus"
"217","ACH-000217","JHH6","JHH6_LIVER","liver","liver"
"218","ACH-000218","PL21","PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"219","ACH-000219","A375","A375_SKIN","skin","skin"
"220","ACH-000220","MINO","MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"221","ACH-000221","SNU398","SNU398_LIVER","liver","liver"
"222","ACH-000222","ASPC1","ASPC1_PANCREAS","pancreas","pancreas"
"223","ACH-000223","HCC1937","HCC1937_BREAST","breast","breast"
"224","ACH-000224","HS819T","HS819T_FIBROBLAST","fibroblast","fibroblast"
"225","ACH-000225","ECC12","ECC12_STOMACH","stomach","gastric"
"226","ACH-000226","SUPM2","SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"227","ACH-000227","KPNYN","KPNYN_AUTONOMIC_GANGLIA","autonomic_ganglia","peripheral_nervous_system"
"228","ACH-000228","BICR31","BICR31_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"229","ACH-000229","HS822T","HS822T_FIBROBLAST","fibroblast","fibroblast"
"230","ACH-000230","HS742T","HS742T_FIBROBLAST","fibroblast","fibroblast"
"231","ACH-000231","KALS1","KALS1_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"232","ACH-000232","U251MG","U251MG_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"233","ACH-000233","DEL","DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"234","ACH-000234","CAKI2","CAKI2_KIDNEY","kidney","kidney"
"235","ACH-000235","PANC0403","PANC0403_PANCREAS","pancreas","pancreas"
"236","ACH-000236","SW1417","SW1417_LARGE_INTESTINE","large_intestine","colorectal"
"237","ACH-000237","JHOM1","JHOM1_OVARY","ovary","ovarian"
"238","ACH-000238","SCC4","SCC4_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"239","ACH-000239","HUG1N","HUG1N_STOMACH","stomach","gastric"
"240","ACH-000240","HS600T","HS600T_FIBROBLAST","fibroblast","fibroblast"
"241","ACH-000241","JK1","JK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"242","ACH-000242","RT4","RT4_URINARY_TRACT","urinary_tract","urinary_tract"
"243","ACH-000243","DANG","DANG_PANCREAS","pancreas","pancreas"
"244","ACH-000244","DKMG","DKMG_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"245","ACH-000245","BL41","BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"246","ACH-000246","SLR23","SLR23_KIDNEY","kidney","kidney"
"247","ACH-000247","OCUM1","OCUM1_STOMACH","stomach","gastric"
"248","ACH-000248","AU565","AU565_BREAST","breast","breast"
"249","ACH-000249","CL11","CL11_LARGE_INTESTINE","large_intestine","colorectal"
"250","ACH-000250","KMRC20","KMRC20_KIDNEY","kidney","kidney"
"251","ACH-000251","NCIH2887","NCIH2887_LUNG","lung","lung"
"252","ACH-000252","LS1034","LS1034_LARGE_INTESTINE","large_intestine","colorectal"
"253","ACH-000253","COLO201","COLO201_LARGE_INTESTINE","large_intestine","colorectal"
"254","ACH-000254","SCC15","SCC15_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive_tract","upper_aerodigestive"
"255","ACH-000255","LMSU","LMSU_STOMACH","stomach","gastric"
"256","ACH-000256","COV318","COV318_OVARY","ovary","ovarian"
"257","ACH-000257","CORL279","CORL279_LUNG","lung","lung"
"258","ACH-000258","DU4475","DU4475_BREAST","breast","breast"
"259","ACH-000259","KELLY","KELLY_AUTONOMIC_GANGLIA","autonomic_ganglia","peripheral_nervous_system"
"260","ACH-000260","SKNAS","SKNAS_AUTONOMIC_GANGLIA","autonomic_ganglia","peripheral_nervous_system"
"261","ACH-000261","RERFLCAI","RERFLCAI_LUNG","lung","lung"
"262","ACH-000262","UOK101","UOK101_KIDNEY","kidney","kidney"
"263","ACH-000263","KASUMI1","KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"264","ACH-000264","CALU6","CALU6_LUNG","lung","lung"
"265","ACH-000265","KP4","KP4_PANCREAS","pancreas","pancreas"
"266","ACH-000266","SNU213","SNU213_PANCREAS","pancreas","pancreas"
"267","ACH-000267","HDLM2","HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
