"","DepMap_ID","Cell_line","CCLE_histology","CCLE_name","disease","TCGA_classification","grouped_general_doid"
"1120","ACH-001196","SMSCTR","soft_tissue","SMSCTR_SOFT_TISSUE","rhabdomyosarcoma","SARC","DOID:3247"
"1121","ACH-001197","SMZ1","haematopoietic_and_lymphoid_tissue","SMZ1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid",NA,"DOID:0060058"
"1122","ACH-001198","SNB19","central_nervous_system","SNB19_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","GBMLGG","DOID:3620"
"1123","ACH-001199","SNUC2B","large_intestine","SNUC2B_LARGE_INTESTINE","colorectal","COADREAD","DOID:9256"
"1124","ACH-001200","STM9101","soft_tissue","STM9101_SOFT_TISSUE","rhabdoid","SARC","DOID:263"
"1125","ACH-001201","SUMB002","central_nervous_system","SUMB002_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","MB","DOID:3620"
"1126","ACH-001203","SUPHD1","haematopoietic_and_lymphoid_tissue","SUPHD1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid",NA,"DOID:0060058"
"1127","ACH-001205","TC32","bone","TC32_BONE","bone","SARC","DOID:162"
"1128","ACH-001206","TTC466","bone","TCC466_BONE","bone",NA,"DOID:184"
"1129","ACH-001206","TCC466","bone","TCC466_BONE","bone","SARC","DOID:184"
"1130","ACH-001207","TIG3TD","fibroblast","TIG3TD_FIBROBLAST","fibroblast",NA,"DOID:162"
"1131","ACH-001208","TK10","kidney","TK10_KIDNEY","kidney","KIRC","DOID:263"
"1132","ACH-001210","TTC1240","soft_tissue","TTC1240_SOFT_TISSUE","rhabdoid","SARC","DOID:263"
"1133","ACH-001211","TTC549","soft_tissue","TTC549_SOFT_TISSUE","rhabdoid","SARC","DOID:263"
"1134","ACH-001212","TTC642","soft_tissue","TTC642_SOFT_TISSUE","rhabdoid","SARC","DOID:263"
"1135","ACH-001214","U138MG","central_nervous_system","U138MG_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","GBMLGG","DOID:3620"
"1136","ACH-001224","UMRC2","kidney","UMRC2_KIDNEY","kidney","KIRC","DOID:263"
"1137","ACH-001228","UPCISCC152","upper_aerodigestive_tract","UPCISCC152_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive","HNSC","DOID:11934"
"1138","ACH-001230","UT7","haematopoietic_and_lymphoid_tissue","UT7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","LAML","DOID:1240"
"1139","ACH-001232","UW228","central_nervous_system","UW228_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","MB","DOID:3620"
"1140","ACH-001233","VMRCLCD","lung","VMRCLCD_LUNG","lung","LUAD","DOID:1324"
"1141","ACH-001234","VMRCLCP","lung","VMRCLCP_LUNG","lung","LUSC","DOID:1324"
"1142","ACH-001239","WM2664","skin","WM2664_SKIN","skin","SKCM","DOID:4159"
"1143","ACH-001249","YMB1","breast","YMB1_BREAST","breast","BRCA","DOID:1612"
"1144","ACH-001270","127399","soft_tissue","127399_SOFT_TISSUE","soft_tissue","SARC","DOID:162"
"1145","ACH-001272","FUJI","soft_tissue","FUJI_SOFT_TISSUE","soft_tissue","SARC","DOID:162"
"1146","ACH-001274","SW982","soft_tissue","SW982_SOFT_TISSUE","soft_tissue","SARC","DOID:162"
"1147","ACH-001275","SYO1","soft_tissue","SYO1_SOFT_TISSUE","soft_tissue","SARC","DOID:162"
"1148","ACH-001277","YAMATO","soft_tissue","YAMATO_SOFT_TISSUE","soft_tissue","SARC","DOID:162"
"1149","ACH-001278","BIN67","ovary","BIN67_OVARY","rhabdoid","OV","DOID:2394"
"1150","ACH-001279","SCCOHT1","ovary","SCCOHT1_OVARY","rhabdoid","OV","DOID:2394"
"1151","ACH-001280","SCS214","soft_tissue","SCS214_SOFT_TISSUE","soft_tissue","SARC","DOID:162"
"1152","ACH-001282","CHLA258","bone","CHLA258_BONE","bone","SARC","DOID:184"
"1153","ACH-001283","TC106","bone","TC106_BONE","bone","SARC","DOID:184"
"1154","ACH-001289","COGAR359","soft_tissue","COGAR359_SOFT_TISSUE","rhabdoid","SARC","DOID:263"
"1155","ACH-001295","Y79","autonomic_ganglia","Y79_AUTONOMIC_GANGLIA","eye",NA,"DOID:162"
"1156","ACH-001300","CHLA15","autonomic_ganglia","CHLA15_AUTONOMIC_GANGLIA","peripheral_nervous_system","NB","DOID:1192"
"1157","ACH-001301","COGN278","autonomic_ganglia","COGN278_AUTONOMIC_GANGLIA","peripheral_nervous_system","NB","DOID:1192"
"1158","ACH-001302","COGN305","autonomic_ganglia","COGN305_AUTONOMIC_GANGLIA","peripheral_nervous_system","NB","DOID:1192"
"1159","ACH-001303","NB1643","autonomic_ganglia","NB1643_AUTONOMIC_GANGLIA","peripheral_nervous_system","NB","DOID:1192"
"1160","ACH-001306","8305C","thyroid","8305C_THYROID","thyroid","THCA","DOID:1781"
"1161","ACH-001307","8505C","thyroid","8505C_THYROID","thyroid","THCA","DOID:1781"
"1162","ACH-001310","HA1E","kidney","HA1E_KIDNEY","kidney","KIRC","DOID:263"
"1163","ACH-001318","PLCPRF5","liver","PLCPRF5_LIVER","liver","LIHC","DOID:3571"
"1164","ACH-001321","TT","thyroid","TT_THYROID","thyroid",NA,"DOID:1781"
"1165","ACH-001321","TTTHYROID","thyroid","TT_THYROID","thyroid",NA,"DOID:1781"
"1166","ACH-001322","CME1","soft_tissue","CME1_SOFT_TISSUE","soft_tissue","SARC","DOID:162"
"1167","ACH-001328","A431","skin","A431_SKIN","skin",NA,"DOID:119"
"1168","ACH-001329","ANGMCSS","central_nervous_system","ANGMCSS_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","GBMLGG","DOID:3620"
"1169","ACH-001331","BICR10","upper_aerodigestive_tract","BICR10_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive","HNSC","DOID:11934"
"1170","ACH-001332","BICR78","upper_aerodigestive_tract","BICR78_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive","HNSC","DOID:11934"
"1171","ACH-001333","C33A","cervix","C33A_CERVIX","cervix","CESC","DOID:119"
"1172","ACH-001334","C4I","cervix","C4I_CERVIX","cervix","CESC","DOID:4362"
"1173","ACH-001335","C4II","cervix","C4II_CERVIX","cervix",NA,NA
"1174","ACH-001336","CASKI","cervix","CASKI_CERVIX","cervix","CESC","DOID:4362"
"1175","ACH-001338","CHP134","autonomic_ganglia","CHP134_AUTONOMIC_GANGLIA","peripheral_nervous_system","NB","DOID:1192"
"1176","ACH-001339","COLO794","skin","COLO794_SKIN","skin","SKCM","DOID:4159"
"1177","ACH-001340","COV413A","ovary","COV413A_OVARY","ovary","OV","DOID:2394"
"1178","ACH-001341","DOTC24510","cervix","DOTC24510_CERVIX","cervix","CESC","DOID:4362"
"1179","ACH-001344","GIMEN","autonomic_ganglia","GIMEN_AUTONOMIC_GANGLIA","peripheral_nervous_system","NB","DOID:1192"
"1180","ACH-001345","GP5D","large_intestine","GP5D_LARGE_INTESTINE","colorectal","COADREAD","DOID:9256"
"1181","ACH-001346","H103","upper_aerodigestive_tract","H103_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive","HNSC","DOID:11934"
"1182","ACH-001350","HTCC3","thyroid","HTCC3_THYROID","thyroid","THCA","DOID:1781"
"1183","ACH-001353","JOPACA1","pancreas","JOPACA1_PANCREAS","pancreas","PAAD","DOID:1793"
"1184","ACH-001354","LAN2","autonomic_ganglia","LAN2_AUTONOMIC_GANGLIA","peripheral_nervous_system","NB","DOID:1192"
"1185","ACH-001355","LAN6","autonomic_ganglia","LAN6_AUTONOMIC_GANGLIA","peripheral_nervous_system","NB","DOID:1192"
"1186","ACH-001356","MB1","thyroid","MB1_THYROID","thyroid","THCA","DOID:1781"
"1187","ACH-001357","MCF10A","breast","MCF10A_BREAST","breast",NA,"DOID:1612"
"1188","ACH-001358","MDAMB330","breast","MDAMB330_BREAST","breast","BRCA","DOID:1612"
"1189","ACH-001359","ME180","cervix","ME180_CERVIX","cervix","CESC","DOID:4362"
"1190","ACH-001360","MS751","cervix","MS751_CERVIX","cervix","CESC","DOID:4362"
"1191","ACH-001362","NCIH1770","lung","NCIH1770_LUNG","lung",NA,"DOID:1324"
"1192","ACH-001363","NCIH2135","lung","NCIH2135_LUNG","lung",NA,"DOID:1324"
"1193","ACH-001364","NCIH345","lung","NCIH345_LUNG","lung","SCLC","DOID:1324"
"1194","ACH-001365","NCIH847","lung","NCIH847_LUNG","lung","SCLC","DOID:1324"
"1195","ACH-001366","NGP","autonomic_ganglia","NGP_AUTONOMIC_GANGLIA","peripheral_nervous_system",NA,NA
"1196","ACH-001367","NMB","autonomic_ganglia","NMB_AUTONOMIC_GANGLIA","peripheral_nervous_system","NB","DOID:1192"
"1197","ACH-001368","OACM51","oesophagus","OACM51_OESOPHAGUS","esophagus","ESCA","DOID:5041"
"1198","ACH-001369","OCIC5X","ovary","OCIC5X_OVARY","ovary","OV","DOID:2394"
"1199","ACH-001373","OV17R","ovary","OV17R_OVARY","ovary","OV","DOID:2394"
"1200","ACH-001374","PA1","ovary","PA1_OVARY","ovary","OV","DOID:2394"
"1201","ACH-001375","PACADD119","pancreas","PACADD119_PANCREAS","pancreas","PAAD","DOID:1793"
"1202","ACH-001376","PACADD135","pancreas","PACADD135_PANCREAS","pancreas","PAAD","DOID:1793"
"1203","ACH-001377","PACADD137","pancreas","PACADD137_PANCREAS","pancreas","PAAD","DOID:1793"
"1204","ACH-001378","PACADD159","pancreas","PACADD159_PANCREAS","pancreas","PAAD","DOID:1793"
"1205","ACH-001379","PACADD161","pancreas","PACADD161_PANCREAS","pancreas","PAAD","DOID:1793"
"1206","ACH-001380","PACADD165","pancreas","PACADD165_PANCREAS","pancreas","PAAD","DOID:1793"
"1207","ACH-001382","PACADD188","pancreas","PACADD188_PANCREAS","pancreas","PAAD","DOID:1793"
"1208","ACH-001383","PWR1E","prostate","PWR1E_PROSTATE","prostate","PRAD","DOID:10283"
"1209","ACH-001384","RO82W1","thyroid","RO82W1_THYROID","thyroid","THCA","DOID:1781"
"1210","ACH-001385","RPMI2650","upper_aerodigestive_tract","RPMI2650_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive","HNSC","DOID:11934"
"1211","ACH-001386","SCLC22H","lung","SCLC22H_LUNG","lung","SCLC","DOID:1324"
"1212","ACH-001388","SUM102PT","breast","SUM102PT_BREAST","breast","BRCA","DOID:1612"
"1213","ACH-001389","SUM1315MO2","breast","SUM1315MO2_BREAST","breast","BRCA","DOID:1612"
"1214","ACH-001390","SUM149PT","breast","SUM149PT_BREAST","breast","BRCA","DOID:1612"
"1215","ACH-001391","SUM159PT","breast","SUM159PT_BREAST","breast","BRCA","DOID:1612"
"1216","ACH-001392","SUM185PE","breast","SUM185PE_BREAST","breast","BRCA","DOID:1612"
"1217","ACH-001393","SUM190PT","breast","SUM190PT_BREAST","breast","BRCA","DOID:1612"
"1218","ACH-001394","SUM229PE","breast","SUM229PE_BREAST","breast","BRCA","DOID:1612"
"1219","ACH-001395","SUM44PE","breast","SUM44PE_BREAST","breast","BRCA","DOID:1612"
"1220","ACH-001396","SUM52PE","breast","SUM52PE_BREAST","breast","BRCA","DOID:1612"
"1221","ACH-001397","SUM225CWN","breast","SUM225CWN_BREAST","breast","BRCA","DOID:1612"
"1222","ACH-001398","SW156","kidney","SW156_KIDNEY","kidney","KIRC","DOID:263"
"1223","ACH-001399","SW626","large_intestine","SW626_LARGE_INTESTINE","colorectal","COADREAD","DOID:9256"
"1224","ACH-001400","SW954","cervix","SW954_CERVIX","cervix","CESC","DOID:119"
"1225","ACH-001401","SW13","adrenal_cortex","SW13_ADRENAL_CORTEX","adrenal_cortex","ACC","DOID:162"
"1226","ACH-001402","SW756","cervix","SW756_CERVIX","cervix","CESC","DOID:4362"
"1227","ACH-001403","TO14","ovary","TO14_OVARY","ovary","OV",NA
"1228","ACH-001407","UMUC13","urinary_tract","UMUC13_URINARY_TRACT","urinary_tract","BLCA","DOID:11054"
"1229","ACH-001408","UMUC14","urinary_tract","UMUC14_URINARY_TRACT","urinary_tract","BLCA","DOID:11054"
"1230","ACH-001409","UMUC16","urinary_tract","UMUC16_URINARY_TRACT","urinary_tract","BLCA","DOID:11054"
"1231","ACH-001410","UMUC4","urinary_tract","UMUC4_URINARY_TRACT","urinary_tract","BLCA","DOID:11054"
"1232","ACH-001411","UMUC5","urinary_tract","UMUC5_URINARY_TRACT","urinary_tract","BLCA","DOID:11054"
"1233","ACH-001412","UMUC10","urinary_tract","UMUC10_URINARY_TRACT","urinary_tract","BLCA","DOID:11054"
"1234","ACH-001413","UMUC11","urinary_tract","UMUC11_URINARY_TRACT","urinary_tract","BLCA","DOID:11054"
"1235","ACH-001414","UMUC6","urinary_tract","UMUC6_URINARY_TRACT","urinary_tract","BLCA","DOID:11054"
"1236","ACH-001415","UMUC7","urinary_tract","UMUC7_URINARY_TRACT","urinary_tract","BLCA","DOID:11054"
"1237","ACH-001416","UMUC9","urinary_tract","UMUC9_URINARY_TRACT","urinary_tract","BLCA","DOID:11054"
"1238","ACH-001417","UMC11","lung","UMC11_LUNG","lung",NA,"DOID:1324"
"1239","ACH-001418","UWB1289","ovary","UWB1289_OVARY","ovary","OV","DOID:162"
"1240","ACH-001421","WERIRb1","autonomic_ganglia","WERIRB1_AUTONOMIC_GANGLIA","eye",NA,NA
"1241","ACH-001425","CCLFPEDS0004T","soft_tissue","CCLFPEDS0004T_SOFT_TISSUE","soft_tissue","SARC","DOID:162"
"1242","ACH-001430","TC138","bone","TC138_BONE","bone","SARC","DOID:184"
"1243","ACH-001431","TC205","bone","TC205_BONE","bone","SARC","DOID:184"
"1244","ACH-001433","CCLFPEDS0008T","soft_tissue","CCLFPEDS0008T_SOFT_TISSUE","soft_tissue","SARC","DOID:162"
"1245","ACH-001441","921","uvea","921_UVEA","eye","UVM","DOID:162"
"1246","ACH-001442","A388","skin","A388_SKIN","cervix","CESC","DOID:162"
"1247","ACH-001443","ASH3","thyroid","ASH3_THYROID","thyroid","THCA","DOID:1781"
"1248","ACH-001450","BLUE1","haematopoietic_and_lymphoid_tissue","BLUE1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","DLBC","DOID:0060058"
"1249","ACH-001452","BONNA12","haematopoietic_and_lymphoid_tissue","BONNA12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid",NA,"DOID:1240"
"1250","ACH-001453","BPH1","prostate","BPH1_PROSTATE","prostate","PRAD","DOID:10283"
"1251","ACH-001454","C10","large_intestine","C10_LARGE_INTESTINE","colorectal","COADREAD","DOID:9256"
"1252","ACH-001456","C125PM","large_intestine","C125PM_LARGE_INTESTINE","colorectal","COADREAD","DOID:9256"
"1253","ACH-001458","C75","large_intestine","C75_LARGE_INTESTINE","colorectal","COADREAD","DOID:9256"
"1254","ACH-001459","C80","large_intestine","C80_LARGE_INTESTINE","colorectal","COADREAD","DOID:9256"
"1255","ACH-001460","C84","large_intestine","C84_LARGE_INTESTINE","colorectal","COADREAD","DOID:9256"
"1256","ACH-001461","C99","large_intestine","C99_LARGE_INTESTINE","colorectal","COADREAD","DOID:9256"
"1257","ACH-001484","CI","haematopoietic_and_lymphoid_tissue","CI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid",NA,NA
"1258","ACH-001485","CII","haematopoietic_and_lymphoid_tissue","CII_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid",NA,NA
"1259","ACH-001489","CORL32","lung","CORL32_LUNG","lung","SCLC","DOID:1324"
"1260","ACH-001490","CORL321","lung","CORL321_LUNG","lung",NA,"DOID:1324"
"1261","ACH-001494","EGI1","biliary_tract","EGI1_BILIARY_TRACT","bile_duct","CHOL","DOID:4607"
"1262","ACH-001496","ESO26","oesophagus","ESO26_OESOPHAGUS","esophagus","ESCA","DOID:5041"
"1263","ACH-001497","ESO51","oesophagus","ESO51_OESOPHAGUS","esophagus","ESCA","DOID:5041"
"1264","ACH-001498","FARAGE","haematopoietic_and_lymphoid_tissue","FARAGE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","DLBC","DOID:0060058"
"1265","ACH-001500","FLO1","oesophagus","FLO1_OESOPHAGUS","esophagus","ESCA","DOID:5041"
"1266","ACH-001509","H357","upper_aerodigestive_tract","H357_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive",NA,NA
"1267","ACH-001514","HCC1008","breast","HCC1008_BREAST","breast","BRCA","DOID:1612"
"1268","ACH-001517","HEC1","endometrium","HEC1_ENDOMETRIUM","uterus","UCEC","DOID:363"
"1269","ACH-001519","HEMCSS","bone","HEMCSS_BONE","bone","SARC","DOID:162"
"1270","ACH-001521","HKA1","skin","HKA1_SKIN","skin","HNSC","DOID:4159"
"1271","ACH-001522","HMY1","skin","HMY1_SKIN","skin","SKCM","DOID:4159"
"1272","ACH-001523","HSC1","skin","HSC1_SKIN","skin",NA,"DOID:4159"
"1273","ACH-001524","HSC5","skin","HSC5_SKIN","skin",NA,"DOID:4159"
"1274","ACH-001525","HT3","cervix","HT3_CERVIX","cervix","CESC","DOID:4362"
"1275","ACH-001526","HUO9","bone","HUO9_BONE","bone","SARC","DOID:184"
"1276","ACH-001528","IHH4","thyroid","IHH4_THYROID","thyroid","THCA","DOID:1781"
"1277","ACH-001529","JAR","placenta","JAR_PLACENTA","uterus","UCEC","DOID:162"
"1278","ACH-001530","JEG3","placenta","JEG3_PLACENTA","uterus","UCEC","DOID:162"
"1279","ACH-001532","JMURTK2","soft_tissue","JMURTK2_SOFT_TISSUE","rhabdoid","SARC","DOID:263"
"1280","ACH-001536","KKU100","biliary_tract","KKU100_BILIARY_TRACT","bile_duct","CHOL","DOID:4607"
"1281","ACH-001538","KKU213","biliary_tract","KKU213_BILIARY_TRACT","bile_duct","CHOL",NA
"1282","ACH-001540","KMLS1","soft_tissue","KMLS1_SOFT_TISSUE","soft_tissue","SARC",NA
"1283","ACH-001541","KMS28PE","haematopoietic_and_lymphoid_tissue","KMS28PE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid",NA,NA
"1284","ACH-001542","KON","upper_aerodigestive_tract","KON_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive","HNSC","DOID:11934"
"1285","ACH-001544","KYAE1","oesophagus","KYAE1_OESOPHAGUS","esophagus","ESCA","DOID:5041"
"1286","ACH-001546","LIM1215","large_intestine","LIM1215_LARGE_INTESTINE","colorectal","COADREAD","DOID:9256"
"1287","ACH-001548","LS","autonomic_ganglia","LS_AUTONOMIC_GANGLIA","peripheral_nervous_system",NA,NA
"1288","ACH-001549","LU135","lung","LU135_LUNG","lung","SCLC","DOID:1324"
"1289","ACH-001550","MCC13","skin","MCC13_SKIN","skin",NA,"DOID:4159"
"1290","ACH-001551","MCC142","skin","MCC142_SKIN","skin",NA,"DOID:4159"
"1291","ACH-001552","MCC26","skin","MCC26_SKIN","skin",NA,"DOID:4159"
"1292","ACH-001554","MEL202","uvea","MEL202_UVEA","eye","UVM","DOID:162"
"1293","ACH-001555","MERO14","pleura","MERO14_PLEURA","mesothelioma","MESO","DOID:1324"
"1294","ACH-001556","MERO25","pleura","MERO25_PLEURA","mesothelioma","MESO","DOID:1324"
"1295","ACH-001557","MERO41","pleura","MERO41_PLEURA","mesothelioma","MESO","DOID:1324"
"1296","ACH-001558","MERO48A","pleura","MERO48A_PLEURA","mesothelioma","MESO","DOID:1324"
"1297","ACH-001559","MERO82","pleura","MERO82_PLEURA","mesothelioma","MESO","DOID:1324"
"1298","ACH-001560","MERO83","pleura","MERO83_PLEURA","mesothelioma","MESO","DOID:1324"
"1299","ACH-001561","MERO84","pleura","MERO84_PLEURA","mesothelioma","MESO","DOID:1324"
"1300","ACH-001562","MERO95","pleura","MERO95_PLEURA","mesothelioma","MESO","DOID:1324"
"1301","ACH-001563","MM127","skin","MM127_SKIN","skin","SKCM","DOID:4159"
"1302","ACH-001566","MM370","skin","MM370_SKIN","skin","SKCM","DOID:4159"
"1303","ACH-001567","MM383","skin","MM383_SKIN","skin","SKCM","DOID:4159"
"1304","ACH-001568","MM386","skin","MM386_SKIN","skin","SKCM","DOID:4159"
"1305","ACH-001569","MM415","skin","MM415_SKIN","skin","SKCM","DOID:4159"
"1306","ACH-001570","MM426","skin","MM426_SKIN","skin","SKCM","DOID:4159"
"1307","ACH-001573","MOLM1","haematopoietic_and_lymphoid_tissue","MOLM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid",NA,NA
"1308","ACH-001578","NCCIT","testis","NCCIT_TESTIS","embryo","TGCT","DOID:162"
"1309","ACH-001591","NCIH1417","lung","NCIH1417_LUNG","lung","SCLC","DOID:1324"
"1310","ACH-001599","NCIH64","lung","NCIH64_LUNG","lung","SCLC","DOID:1324"
"1311","ACH-001603","NH12","autonomic_ganglia","NH12_AUTONOMIC_GANGLIA","peripheral_nervous_system","NB","DOID:1192"
"1312","ACH-001605","NO10","central_nervous_system","NO10_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","GBMLGG","DOID:3620"
"1313","ACH-001606","NO11","central_nervous_system","NO11_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","GBMLGG","DOID:3620"
"1314","ACH-001607","NOZ","liver","NOZ_LIVER","bile_duct",NA,NA
"1315","ACH-001610","NP5","central_nervous_system","NP5_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","GBMLGG","DOID:3620"
"1316","ACH-001611","NP8","central_nervous_system","NP8_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","GBMLGG","DOID:3620"
"1317","ACH-001617","OCILY7","haematopoietic_and_lymphoid_tissue","OCILY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","DLBC","DOID:0060058"
"1318","ACH-001618","OCIM2","haematopoietic_and_lymphoid_tissue","OCIM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid",NA,NA
"1319","ACH-001624","ONDA9","central_nervous_system","ONDA9_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","GBMLGG","DOID:3620"
"1320","ACH-001625","OSC19","upper_aerodigestive_tract","OSC19_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive","HNSC","DOID:11934"
"1321","ACH-001626","OSC20","upper_aerodigestive_tract","OSC20_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive","HNSC","DOID:11934"
"1322","ACH-001628","PEA1","ovary","PEA1_OVARY","ovary","OV",NA
"1323","ACH-001630","PEO1","ovary","PEO1_OVARY","ovary","OV","DOID:162"
"1324","ACH-001632","PEO4","ovary","PEO4_OVARY","ovary",NA,NA
"1325","ACH-001634","PGA1","haematopoietic_and_lymphoid_tissue","PGA1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid",NA,NA
"1326","ACH-001638","RCK8","haematopoietic_and_lymphoid_tissue","RCK8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","DLBC","DOID:0060058"
"1327","ACH-001639","ROS50","haematopoietic_and_lymphoid_tissue","ROS50_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid",NA,"DOID:0060058"
"1328","ACH-001641","SAT","upper_aerodigestive_tract","SAT_UPPER_AERODIGESTIVE_TRACT","upper_aerodigestive","HNSC","DOID:11934"
"1329","ACH-001642","SCC3","haematopoietic_and_lymphoid_tissue","SCC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","DLBC","DOID:0060058"
"1330","ACH-001645","SEKI","skin","SEKI_SKIN","skin","SKCM","DOID:4159"
"1331","ACH-001647","SHI1","haematopoietic_and_lymphoid_tissue","SHI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid",NA,NA
"1332","ACH-001650","SISO","cervix","SISO_CERVIX","cervix","CESC","DOID:4362"
"1333","ACH-001651","SKGI","endometrium","SKGI_ENDOMETRIUM","uterus",NA,NA
"1334","ACH-001653","SKGT2","stomach","SKGT2_STOMACH","gastric","STAD","DOID:10534"
"1335","ACH-001654","SKGT4","oesophagus","SKGT4_OESOPHAGUS","esophagus","ESCA","DOID:5041"
"1336","ACH-001655","SKN","endometrium","SKN_ENDOMETRIUM","uterus","UCEC","DOID:363"
"1337","ACH-001656","SKNO1","haematopoietic_and_lymphoid_tissue","SKNO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","LAML","DOID:1240"
"1338","ACH-001664","SNU638","stomach","SNU638_STOMACH","gastric",NA,NA
"1339","ACH-001665","SR","haematopoietic_and_lymphoid_tissue","SR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid",NA,NA
"1340","ACH-001668","SUSA","testis","SUSA_TESTIS","embryo",NA,NA
"1341","ACH-001670","TASK1","central_nervous_system","TASK1_CENTRAL_NERVOUS_SYSTEM","peripheral_nervous_system","MB","DOID:184"
"1342","ACH-001673","TFK1","biliary_tract","TFK1_BILIARY_TRACT","bile_duct","CHOL","DOID:4607"
"1343","ACH-001674","TGW","autonomic_ganglia","TGW_AUTONOMIC_GANGLIA","peripheral_nervous_system","NB","DOID:162"
"1344","ACH-001677","U2904","haematopoietic_and_lymphoid_tissue","U2904_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","DLBC",NA
"1345","ACH-001680","U698M","haematopoietic_and_lymphoid_tissue","U698M_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","DLBC","DOID:0060058"
"1346","ACH-001702","VAESBJ","soft_tissue","VAESBJ_SOFT_TISSUE","soft_tissue","SARC","DOID:162"
"1347","ACH-001703","VAL","haematopoietic_and_lymphoid_tissue","VAL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","DLBC","DOID:0060058"
"1348","ACH-001704","VMRCMELG","skin","VMRCMELG_SKIN","skin","SKCM","DOID:4159"
"1349","ACH-001709","WSUNHL","haematopoietic_and_lymphoid_tissue","WSUNHL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","DLBC","DOID:0060058"
"1350","ACH-001711","PFSK1","central_nervous_system","PFSK1_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","MB","DOID:3620"
"1351","ACH-001715","CAL72","bone","CAL72_BONE","bone","SARC","DOID:184"
"1352","ACH-001716","GOTO","autonomic_ganglia","GOTO_AUTONOMIC_GANGLIA","peripheral_nervous_system","NB","DOID:1192"
"1353","ACH-001735","SEMK2","haematopoietic_and_lymphoid_tissue","SEMK2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid",NA,NA
"1354","ACH-001736","HB1119","haematopoietic_and_lymphoid_tissue","HB1119_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid",NA,NA
"1355","ACH-001737","HSB2","haematopoietic_and_lymphoid_tissue","HSB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","ALL","DOID:0060058"
"1356","ACH-001738","CCRFCEM","haematopoietic_and_lymphoid_tissue","CCRFCEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid","ALL","DOID:1240"
"1357","ACH-001740","RH28","soft_tissue","RH28_SOFT_TISSUE","rhabdomyosarcoma","SARC","DOID:3247"
